1998,Rnd,Pick,Tm,Player,Pos,Age,Sk
1998,1,1,IND,Peyton Manning,QB,22,""
1998,1,2,SDG,Ryan Leaf,QB,22,""
1998,1,3,ARI,Andre Wadsworth,DE,23,8.0
1998,1,4,OAK,Charles Woodson,DB,21,20.0
1998,1,5,CHI,Curtis Enis,RB,22,""
1998,1,6,STL,Grant Wistrom,DE,22,53.0
1998,1,7,NOR,Kyle Turley,T,22,""
1998,1,8,DAL,Greg Ellis,DE,23,84.0
1998,1,9,JAX,Fred Taylor,RB,22,""
1998,1,10,BAL,Duane Starks,DB,24,1.0
1998,1,11,PHI,Tra Thomas,T,23,""
1998,1,12,ATL,Keith Brooking,LB,22,22.0
1998,1,13,CIN,Takeo Spikes,LB,21,29.0
1998,1,14,CAR,Jason Peter,DE,23,7.5
1998,1,15,SEA,Anthony Simmons,LB,22,10.0
1998,1,16,TEN,Kevin Dyson,WR,23,""
1998,1,17,CIN,Brian Simmons,LB,23,24.0
1998,1,18,NWE,Robert Edwards,RB,23,""
1998,1,19,GNB,Vonnie Holliday,DE,22,62.5
1998,1,20,DET,Terry Fair,DB,22,1.0
1998,1,21,MIN,Randy Moss HOF,WR,21,""
1998,1,22,NWE,Tebucky Jones,DB,23,4.5
1998,1,23,OAK,Mo Collins,G,21,""
1998,1,24,NYG,Shaun Williams,DB,21,4.5
1998,1,25,JAX,Donovin Darius,DB,23,2.0
1998,1,26,PIT,Alan Faneca,G,21,""
1998,1,27,KAN,Victor Riley,T,23,""
1998,1,28,SFO,R.W. McQuarters,DB,21,3.0
1998,1,29,MIA,John Avery,RB,22,""
1998,1,30,DEN,Marcus Nash,WR,22,""
1998,2,31,OAK,Leon Bender,DT,"",""
1998,2,32,IND,Jerome Pathon,WR,22,""
1998,2,33,ARI,Corey Chavous,DB,22,5.5
1998,2,34,TAM,Jacquez Green,WR,22,""
1998,2,35,CHI,Tony Parrish,DB,22,5.0
1998,2,36,ARI,Anthony Clement,T,22,""
1998,2,37,STL,Robert Holcombe,RB,22,""
1998,2,38,DAL,Flozell Adams,T,23,""
1998,2,39,BUF,Sam Cowart,LB,23,12.5
1998,2,40,NOR,Cam Cleeland,TE,23,""
1998,2,41,PIT,Jeremy Staat,DE,21,""
1998,2,42,BAL,Patrick Johnson,WR,22,""
1998,2,43,CIN,Artrell Hawkins,DB,21,4.0
1998,2,44,MIA,Patrick Surtain,DB,22,7.5
1998,2,45,TAM,Brian Kelly,DB,22,3.5
1998,2,46,TEN,Samari Rolle,DB,22,9.5
1998,2,47,SEA,Todd Weiner,T,22,""
1998,2,48,WAS,Stephen Alexander,TE,22,""
1998,2,49,MIA,Kenny Mixon,DE,23,18.5
1998,2,50,DET,Germane Crowell,WR,21,""
1998,2,51,MIN,Kailee Wong,LB,22,21.5
1998,2,52,NWE,Tony Simmons,WR,23,""
1998,2,53,ATL,Bob Hallen,G,23,""
1998,2,54,NWE,Rod Rutledge,TE,23,""
1998,2,55,NYG,Joe Jurevicius,WR,23,""
1998,2,56,NYJ,Dorian Boose,DE,24,""
1998,2,57,JAX,Cordell Taylor,DB,24,""
1998,2,58,SFO,Jeremy Newberry,C,22,""
1998,2,59,SDG,Mikhael Ricks,TE,23,""
1998,2,60,DET,Charlie Batch,QB,23,""
1998,2,61,DEN,Eric Brown,DB,23,6.5
1998,3,62,CAR,Chuck Wiley,DE,23,6.5
1998,3,63,OAK,Jon Ritchie,FB,24,""
1998,3,64,CHI,Olin Kreutz,C,21,""
1998,3,65,STL,Leonard Little,DE,23,87.5
1998,3,66,PIT,Chris Conrad,T,23,""
1998,3,67,NYJ,Scott Frost,DB,23,1.0
1998,3,68,BUF,Robert Hicks,T,23,""
1998,3,69,WAS,Skip Hicks,RB,23,""
1998,3,70,NYG,Brian Alford,WR,23,""
1998,3,71,IND,E.G. Green,WR,23,""
1998,3,72,PHI,Jeremiah Trotter,LB,21,12.5
1998,3,73,CAR,Mitch Marrow,DE,"",""
1998,3,74,ATL,Jammi German,WR,24,""
1998,3,75,CIN,Steve Foley,LB,22,25.0
1998,3,76,SEA,Ahman Green,RB,21,""
1998,3,77,TEN,Dainon Sidney,DB,23,""
1998,3,78,CIN,Mike Goff,G,22,""
1998,3,79,MIA,Brad Jackson,LB,23,""
1998,3,80,MIN,Ramos McDonald,DB,22,""
1998,3,81,NWE,Chris Floyd,RB,23,""
1998,3,82,MIA,Larry Shannon,WR,23,""
1998,3,83,NWE,Greg Spires,DE,24,39.5
1998,3,84,TAM,Jamie Duncan,LB,23,3.0
1998,3,85,PHI,Allen Rossum,DB,22,2.0
1998,3,86,JAX,Jonathan Quinn,QB,23,""
1998,3,87,NYJ,Kevin Williams,DB,23,""
1998,3,88,KAN,Rashaan Shehee,RB,23,""
1998,3,89,SFO,Chris Ruhman,T,23,""
1998,3,90,GNB,Jonathan Brown,DE,22,""
1998,3,91,DEN,Brian Griese,QB,23,""
1998,3,92,PIT,Hines Ward,WR,22,""
1998,4,93,IND,Steve McKinney,C,22,""
1998,4,94,CHI,Alonzo Mayes,TE,23,""
1998,4,95,ARI,Michael Pittman,RB,23,""
1998,4,96,STL,Az-Zahir Hakim,WR,21,""
1998,4,97,NOR,Fred Weary,DB,24,2.0
1998,4,98,STL,Roland Williams,TE,23,""
1998,4,99,NOR,Julian Pittman,DE,23,""
1998,4,100,DAL,Michael Myers,DT,22,15.5
1998,4,101,JAX,Tavian Banks,RB,24,""
1998,4,102,MIA,Lorenzo Bromell,DE,22,27.5
1998,4,103,ATL,Omar Brown,DB,23,""
1998,4,104,TAM,Todd Washington,G,22,""
1998,4,105,CIN,Glen Steele,DT,23,3.5
1998,4,106,CAR,Donald Hayes,WR,23,""
1998,4,107,TEN,Joe Salave'a,DT,23,7.5
1998,4,108,SEA,DeShone Myles,LB,23,""
1998,4,109,OAK,Gennaro DiNapoli,C,23,""
1998,4,110,MIN,Kivuusama Mays,LB,23,""
1998,4,111,NYJ,Jason Fabini,T,24,""
1998,4,112,PHI,Brandon Whiting,DE,22,16.5
1998,4,113,WAS,Shawn Barber,LB,23,10.0
1998,4,114,ATL,Tim Dwight,WR,23,""
1998,4,115,NWE,Leonta Rheams,DT,22,""
1998,4,116,PHI,Clarence Love,DB,22,""
1998,4,117,PIT,Deshea Townsend,DB,22,15.5
1998,4,118,JAX,Harry Deligianis,DT,"",""
1998,4,119,SFO,Lance Schulters,DB,23,7.5
1998,4,120,KAN,Greg Favors,LB,23,14.5
1998,4,121,GNB,Roosevelt Blackmon,DB,23,""
1998,4,122,DEN,Curtis Alexander,RB,"",""
1998,4,123,PIT,Carlos King,RB,24,""
1998,5,124,BAL,Martin Chase,DT,23,1.0
1998,5,125,ARI,Terry Hardy,TE,22,""
1998,5,126,SDG,Cedric Harden,DE,23,0.5
1998,5,127,OAK,Jeremy Brigham,TE,23,""
1998,5,128,KAN,Robert Williams,DB,21,0.5
1998,5,129,STL,Raymond Priester,RB,"",""
1998,5,130,DAL,Darren Hambrick,LB,23,3.5
1998,5,131,BUF,Jonathan Linton,RB,23,""
1998,5,132,NOR,Wilmont Perry,RB,23,""
1998,5,133,BAL,Ryan Sutter,DB,23,""
1998,5,134,NYJ,Casey Dailey,LB,23,""
1998,5,135,IND,Antony Jordan,LB,23,""
1998,5,136,CAR,Jerry Jensen,LB,23,""
1998,5,137,PIT,Jason Simmons,DB,22,2.0
1998,5,138,DAL,Oliver Ross,T,23,""
1998,5,139,TEN,Benji Olson,G,23,""
1998,5,140,WAS,Mark Fischer,C,24,""
1998,5,141,NYJ,Doug Karczewski,G,"",""
1998,5,142,PHI,Ike Reese,LB,24,6.5
1998,5,143,MIA,Scott Shaw,G,24,""
1998,5,144,MIN,Kerry Cooks,DB,24,""
1998,5,145,NWE,Ron Merkerson,LB,"",""
1998,5,146,NYJ,Blake Spence,TE,23,""
1998,5,147,NYG,Toby Myles,T,23,""
1998,5,148,JAX,John Wade,C,23,""
1998,5,149,NYJ,Eric Bateman,T,"",""
1998,5,150,GNB,Corey Bradford,WR,22,""
1998,5,151,SFO,Phil Ostrowski,G,22,""
1998,5,152,OAK,Travian Smith,LB,23,8.5
1998,5,153,DEN,Chris Howard,RB,23,""
1998,6,154,BAL,Ron Rogers,LB,"",""
1998,6,155,SDG,Clifford Ivory,DB,"",""
1998,6,156,GNB,Scott McGarrahan,DB,24,3.0
1998,6,157,CHI,Chris Draft,LB,22,16.0
1998,6,158,ARI,Zack Walz,LB,22,2.0
1998,6,159,STL,Glenn Rountree,G,"",""
1998,6,160,BUF,Fred Coleman,WR,23,""
1998,6,161,NOR,Chris Bordano,LB,23,1.0
1998,6,162,SEA,Carl Hansen,DE,22,""
1998,6,163,NYJ,Eric Ogbogu,DE,23,9.0
1998,6,164,BAL,Sammy Williams,T,23,""
1998,6,165,CAR,Damien Richardson,DB,22,1.0
1998,6,166,ATL,Elijah Williams,DB,23,""
1998,6,167,CIN,Jason Tucker,WR,22,""
1998,6,168,TEN,Lee Wiggins,DB,"",""
1998,6,169,SEA,Bobby Shaw,WR,23,""
1998,6,170,WAS,Patrick Palmer,WR,"",""
1998,6,171,MIA,Nathan Strikwerda,C,"",""
1998,6,172,MIA,John Dutton,QB,"",""
1998,6,173,MIN,Matt Birk,C,22,""
1998,6,174,NYJ,Chris Brazzell,WR,22,""
1998,6,175,TAM,James Cannida,DT,23,3.0
1998,6,176,NWE,Harold Shaw,RB,24,""
1998,6,177,NYG,Todd Pollack,TE,"",""
1998,6,178,PIT,Chris Fuamatu-Ma'afala,RB,21,""
1998,6,179,JAX,Lamanzer Williams,DE,23,""
1998,6,180,SFO,Fred Beasley,FB,23,""
1998,6,181,KAN,Derrick Ransom,DT,21,4.5
1998,6,182,JAX,Kevin McLeod,FB,23,""
1998,6,183,NYJ,Dustin Johnson,FB,25,""
1998,6,184,TAM,Shevin Smith,DB,23,""
1998,6,185,DET,Jamaal Alexander,DB,"",""
1998,6,186,PIT,Ryan Olson,LB,"",""
1998,6,187,GNB,Matt Hasselbeck,QB,22,""
1998,6,188,DAL,Izell Reese,DB,24,3.5
1998,6,189,CHI,Patrick Mannelly,T,23,""
1998,7,190,IND,Aaron Taylor,G,"",""
1998,7,191,WAS,David Terrell,DB,23,1.0
1998,7,192,JAX,Alvis Whitted,WR,24,""
1998,7,193,ARI,Phil Savoy,WR,"",""
1998,7,194,SDG,Jon Haskins,LB,22,""
1998,7,195,NYJ,Lawrence Hart,TE,21,""
1998,7,196,CAR,Viliami Maumau,DT,23,""
1998,7,197,SEA,Jason McEndoo,C,23,""
1998,7,198,BUF,Victor Allotey,G,"",""
1998,7,199,ATL,Ephraim Salaam,T,22,""
1998,7,200,DEN,Trey Teague,C,23,""
1998,7,201,ATL,Ken Oxendine,RB,22,""
1998,7,202,CIN,Marcus Parker,RB,"",""
1998,7,203,ATL,Henry Slay,DT,23,""
1998,7,204,NOR,Andy McCullough,WR,22,""
1998,7,205,TEN,Jimmy Sprotte,LB,23,""
