2006,Rnd,Pick,Tm,Player,Pos,Age,Sk
2006,1,1,HOU,Mario Williams,DE,21,97.5
2006,1,2,NOR,Reggie Bush,RB,21,""
2006,1,3,TEN,Vince Young,QB,23,""
2006,1,4,NYJ,D'Brickashaw Ferguson,T,22,""
2006,1,5,GNB,A.J. Hawk,LB,22,20.0
2006,1,6,SFO,Vernon Davis,TE,22,""
2006,1,7,OAK,Michael Huff,DB,23,5.5
2006,1,8,BUF,Donte Whitner,DB,21,3.0
2006,1,9,DET,Ernie Sims,LB,21,5.5
2006,1,10,ARI,Matt Leinart,QB,23,""
2006,1,11,DEN,Jay Cutler,QB,23,""
2006,1,12,BAL,Haloti Ngata,DT,22,32.5
2006,1,13,CLE,Kamerion Wimbley,DE,22,53.5
2006,1,14,PHI,Brodrick Bunkley,DT,22,8.5
2006,1,15,STL,Tye Hill,DB,24,""
2006,1,16,MIA,Jason Allen,DB,23,""
2006,1,17,MIN,Chad Greenway,LB,23,18.0
2006,1,18,DAL,Bobby Carpenter,LB,23,3.5
2006,1,19,SDG,Antonio Cromartie,DB,22,""
2006,1,20,KAN,Tamba Hali,DE,22,89.5
2006,1,21,NWE,Laurence Maroney,RB,21,""
2006,1,22,SFO,Manny Lawson,DE,22,24.5
2006,1,23,TAM,Davin Joseph,G,22,""
2006,1,24,CIN,Johnathan Joseph,DB,22,""
2006,1,25,PIT,Santonio Holmes,WR,22,""
2006,1,26,BUF,John McCargo,DT,23,2.5
2006,1,27,CAR,DeAngelo Williams,RB,23,""
2006,1,28,JAX,Marcedes Lewis,TE,22,""
2006,1,29,NYJ,Nick Mangold,C,22,""
2006,1,30,IND,Joseph Addai,RB,23,""
2006,1,31,SEA,Kelly Jennings,DB,23,1.0
2006,1,32,NYG,Mathias Kiwanuka,DE,23,38.5
2006,2,33,HOU,DeMeco Ryans,LB,22,13.5
2006,2,34,CLE,D'Qwell Jackson,LB,22,19.5
2006,2,35,WAS,Rocky McIntosh,LB,23,9.0
2006,2,36,NWE,Chad Jackson,WR,21,""
2006,2,37,ATL,Jimmy Williams,DB,22,""
2006,2,38,OAK,Thomas Howard,LB,23,6.0
2006,2,39,PHI,Winston Justice,T,21,""
2006,2,40,DET,Daniel Bullocks,DB,23,1.0
2006,2,41,ARI,Deuce Lutui,G,23,""
2006,2,42,CHI,Danieal Manning,DB,24,4.0
2006,2,43,NOR,Roman Harper,DB,23,18.0
2006,2,44,NYG,Sinorice Moss,WR,22,""
2006,2,45,TEN,LenDale White,RB,21,""
2006,2,46,STL,Joe Klopfenstein,TE,22,""
2006,2,47,GNB,Daryn Colledge,T,24,""
2006,2,48,MIN,Cedric Griffin,DB,23,""
2006,2,49,NYJ,Kellen Clemens,QB,23,""
2006,2,50,SDG,Marcus McNeill,T,22,""
2006,2,51,MIN,Ryan Cook,C,23,""
2006,2,52,GNB,Greg Jennings,WR,22,""
2006,2,53,DAL,Anthony Fasano,TE,22,""
2006,2,54,KAN,Bernard Pollard,DB,21,10.5
2006,2,55,CIN,Andrew Whitworth,T,24,""
2006,2,56,BAL,Chris Chester,G,23,""
2006,2,57,CHI,Devin Hester,DB,23,""
2006,2,58,CAR,Richard Marshall,DB,21,7.0
2006,2,59,TAM,Jeremy Trueblood,T,23,""
2006,2,60,JAX,Maurice Jones-Drew,RB,21,""
2006,2,61,DEN,Tony Scheffler,TE,23,""
2006,2,62,IND,Tim Jennings,DB,22,""
2006,2,63,SEA,Darryl Tapp,DE,21,29.0
2006,2,64,MIN,Tarvaris Jackson,QB,23,""
2006,3,65,HOU,Charles Spencer,G,24,""
2006,3,66,HOU,Eric Winston,T,22,""
2006,3,67,GNB,Abdul Hodge,LB,23,""
2006,3,68,STL,Claude Wroten,DT,22,1.5
2006,3,69,OAK,Paul McQuistan,T,23,""
2006,3,70,BUF,Ashton Youboty,DB,22,2.0
2006,3,71,PHI,Chris Gocong,DE,22,9.5
