1987,Rnd,Pick,Tm,Player,Pos,Age,College/Univ
1987,1,1,TAM,Vinny Testaverde,QB,23,Miami (FL)
1987,1,2,IND,Cornelius Bennett,LB,22,Alabama
1987,1,3,HOU,Alonzo Highsmith,RB,22,Miami (FL)
1987,1,4,GNB,Brent Fullwood,RB,23,Auburn
1987,1,5,CLE,Mike Junkin,LB,22,Duke
1987,1,6,STL,Kelly Stouffer,QB,23,Colorado St.
1987,1,7,DET,Reggie Rogers,DE,23,Washington
1987,1,8,BUF,Shane Conlan,LB,23,Penn St.
1987,1,9,PHI,Jerome Brown,DT,22,Miami (FL)
1987,1,10,PIT,Rod Woodson HOF,DB,22,Purdue
1987,1,11,NOR,Shawn Knight,DE,23,BYU
1987,1,12,DAL,Danny Noonan,DT,22,Nebraska
1987,1,13,ATL,Chris Miller,QB,22,Oregon
1987,1,14,MIN,D.J. Dozier,RB,21,Penn St.
1987,1,15,RAI,John Clay,T,23,Missouri
1987,1,16,MIA,John Bosa,DE,23,Boston Col.
1987,1,17,CIN,Jason Buck,DE,24,BYU
1987,1,18,SEA,Tony Woods,DE,21,Pittsburgh
1987,1,19,KAN,Paul Palmer,RB,22,Temple
1987,1,20,HOU,Haywood Jeffires,WR,22,North Carolina St.
1987,1,21,NYJ,Roger Vick,RB,23,Texas A&M
1987,1,22,SFO,Harris Barton,T,23,North Carolina
1987,1,23,NWE,Bruce Armstrong,T,21,Louisville
1987,1,24,SDG,Rod Bernstine,RB,22,Texas A&M
1987,1,25,SFO,Terrence Flagler,RB,22,Clemson
1987,1,26,CHI,Jim Harbaugh,QB,23,Michigan
1987,1,27,DEN,Ricky Nattiel,WR,21,Florida
1987,1,28,NYG,Mark Ingram,WR,22,Michigan St.
1987,2,29,BUF,Nate Odomes,DB,22,Wisconsin
1987,2,30,WAS,Brian Davis,DB,24,Nebraska
1987,2,31,ATL,Kenny Flowers,RB,23,Clemson
1987,2,32,CLE,Gregg Rakoczy,C,22,Miami (FL)
1987,2,33,BUF,Roland Mitchell,DB,23,Texas Tech
1987,2,34,STL,Tim McDonald,DB,22,USC
1987,2,35,KAN,Christian Okoye,RB,26,Azusa Pacific
1987,2,36,TAM,Ricky Reynolds,DB,22,Washington St.
1987,2,37,SFO,Jeff Bregel,G,23,USC
1987,2,38,PIT,Delton Hall,DB,22,Clemson
1987,2,39,DAL,Ron Francis,DB,23,Baylor
1987,2,40,NOR,Lonzell Hill,WR,21,Washington
1987,2,41,GNB,Johnny Holland,LB,22,Texas A&M
1987,2,42,NYJ,Alex Gordon,LB,22,Cincinnati
1987,2,43,MIA,Rick Graf,LB,23,Wisconsin
1987,2,44,MIN,Ray Berry,LB,23,Baylor
1987,2,45,SEA,David Wyman,LB,23,Stanford
1987,2,46,HOU,Walter Johnson,LB,23,Louisiana Tech
1987,2,47,RAM,Donald Evans,DE,23,Winston-Salem St.
1987,2,48,WAS,Wally Kleine,T,"",Notre Dame
1987,2,49,CIN,Eric Thomas,DB,22,Tulane
