2003,Rnd,Pick,Tm,Player,Pos,Age,Sk
2003,1,1,CIN,Carson Palmer,QB,23,""
2003,1,2,DET,Charles Rogers,WR,22,""
2003,1,3,HOU,Andre Johnson,WR,22,""
2003,1,4,NYJ,Dewayne Robertson,DT,21,16.0
2003,1,5,DAL,Terence Newman,DB,25,2.0
2003,1,6,NOR,Johnathan Sullivan,DT,22,1.5
2003,1,7,JAX,Byron Leftwich,QB,23,""
2003,1,8,CAR,Jordan Gross,T,23,""
2003,1,9,MIN,Kevin Williams,DT,23,63.0
2003,1,10,BAL,Terrell Suggs,LB,20,136.0
2003,1,11,SEA,Marcus Trufant,DB,22,2.0
2003,1,12,STL,Jimmy Kennedy,DT,23,8.5
2003,1,13,NWE,Ty Warren,DE,22,20.5
2003,1,14,CHI,Michael Haynes,DE,22,5.5
2003,1,15,PHI,Jerome McDougle,DE,24,3.0
2003,1,16,PIT,Troy Polamalu,DB,22,12.0
2003,1,17,ARI,Bryant Johnson,WR,22,""
2003,1,18,ARI,Calvin Pace,DE,22,60.0
2003,1,19,BAL,Kyle Boller,QB,22,""
2003,1,20,DEN,George Foster,T,23,""
2003,1,21,CLE,Jeff Faine,C,22,""
2003,1,22,CHI,Rex Grossman,QB,23,""
2003,1,23,BUF,Willis McGahee,RB,21,""
2003,1,24,IND,Dallas Clark,TE,24,""
2003,1,25,NYG,William Joseph,DT,24,7.0
2003,1,26,SFO,Kwame Harris,T,21,""
2003,1,27,KAN,Larry Johnson,RB,23,""
2003,1,28,TEN,Andre Woolfolk,DB,23,""
2003,1,29,GNB,Nick Barnett,LB,22,20.5
2003,1,30,SDG,Sammy Davis,DB,23,1.0
2003,1,31,OAK,Nnamdi Asomugha,DB,22,2.0
2003,1,32,OAK,Tyler Brayton,DE,23,17.5
2003,2,33,CIN,Eric Steinbach,G,23,""
2003,2,34,DET,Boss Bailey,LB,23,7.0
2003,2,35,CHI,Charles Tillman,DB,22,3.0
2003,2,36,NWE,Eugene Wilson,DB,23,""
2003,2,37,NOR,Jon Stinchcomb,T,24,""
2003,2,38,DAL,Al Johnson,C,24,""
2003,2,39,JAX,Rashean Mathis,DB,23,1.0
2003,2,40,MIN,E.J. Henderson,LB,23,15.5
2003,2,41,HOU,Bennie Joppru,TE,23,""
2003,2,42,SEA,Ken Hamlin,DB,22,5.0
2003,2,43,STL,Pisa Tinoisamoa,LB,22,11.0
2003,2,44,WAS,Taylor Jacobs,WR,22,""
2003,2,45,NWE,Bethel Johnson,WR,24,""
2003,2,46,SDG,Drayton Florence,DB,22,""
2003,2,47,KAN,Kawika Mitchell,LB,23,13.0
2003,2,48,BUF,Chris Kelsay,DE,23,32.5
2003,2,49,MIA,Eddie Moore,LB,23,""
2003,2,50,CAR,Bruce Nelson,G,24,""
2003,2,51,DEN,Terry Pierce,LB,22,""
2003,2,52,CLE,Chaun Thompson,LB,23,11.5
2003,2,53,NYJ,Victor Hobson,LB,23,11.0
2003,2,54,ARI,Anquan Boldin,WR,22,""
2003,2,55,ATL,Bryan Scott,DB,22,10.5
2003,2,56,NYG,Osi Umenyiora,DE,21,85.0
2003,2,57,SFO,Anthony Adams,DT,23,10.5
2003,2,58,IND,Mike Doss,DB,22,1.0
2003,2,59,PIT,Alonzo Jackson,LB,22,""
2003,2,60,TEN,Tyrone Calico,WR,22,""
2003,2,61,PHI,L.J. Smith,TE,23,""
2003,2,62,SDG,Terrence Kiel,DB,22,2.0
2003,2,63,OAK,Teyo Johnson,TE,21,""
2003,2,64,TAM,Dewayne White,DE,23,27.0
2003,3,65,CIN,Kelley Washington,WR,24,""
2003,3,66,DET,Cory Redding,DE,22,35.5
2003,3,67,HOU,Antwan Peek,LB,23,14.0
2003,3,68,CHI,Lance Briggs,LB,22,15.0
2003,3,69,DAL,Jason Witten,TE,21,""
2003,3,70,ARI,Gerald Hayes,LB,22,5.5
2003,3,71,MIN,Nate Burleson,WR,22,""
2003,3,72,JAX,Vince Manuwai,G,23,""
2003,3,73,SEA,Wayne Hunter,T,22,""
2003,3,74,STL,Kevin Curtis,WR,25,""
2003,3,75,HOU,Seth Wand,T,24,""
2003,3,76,CAR,Mike Seidman,TE,22,""
2003,3,77,BAL,Musa Smith,RB,21,""
2003,3,78,MIA,Wade Smith,T,22,""
2003,3,79,GNB,Kenny Peterson,DT,24,8.0
2003,3,80,SDG,Courtney Van Buren,T,23,""
2003,3,81,WAS,Derrick Dockery,G,22,""
2003,3,82,CAR,Ricky Manning,DB,22,4.0
2003,3,83,OAK,Sam Williams,DE,23,1.0
2003,3,84,CLE,Chris Crocker,DB,23,14.5
2003,3,85,NYJ,B.J. Askew,FB,23,""
2003,3,86,NOR,Cie Grant,LB,23,""
2003,3,87,MIA,Taylor Whitley,G,23,""
2003,3,88,HOU,Dave Ragone,QB,23,""
2003,3,89,SFO,Andrew Williams,DE,24,""
2003,3,90,IND,Donald Strickland,DB,22,4.0
2003,3,91,NYG,Visanthe Shiancoe,TE,23,""
2003,3,92,KAN,Julian Battle,DB,22,""
2003,3,93,TEN,Chris Brown,RB,22,""
2003,3,94,BUF,Angelo Crowell,LB,22,7.0
2003,3,95,PHI,Billy McMullen,WR,23,""
2003,3,96,OAK,Justin Fargas,FB,23,""
2003,3,97,TAM,Chris Simms,QB,23,""
2003,4,98,CIN,Dennis Weathersby,DB,23,""
2003,4,99,DET,Artose Pinner,RB,25,""
2003,4,100,CHI,Todd Johnson,DB,24,1.0
2003,4,101,HOU,Domanick Williams,RB,22,""
2003,4,102,NOR,Montrae Holland,G,23,""
2003,4,103,DAL,Bradie James,LB,22,16.0
2003,4,104,JAX,George Wrighster,TE,22,""
2003,4,105,MIN,Onterrio Smith,RB,22,""
2003,4,106,STL,Shaun McDonald,WR,22,""
2003,4,107,STL,DeJuan Groce,DB,23,""
2003,4,108,DEN,Quentin Griffin,RB,22,""
2003,4,109,BAL,Jarret Johnson,DE,22,25.5
2003,4,110,SEA,Seneca Wallace,QB,23,""
2003,4,111,BUF,Terrence McGee,DB,22,3.0
2003,4,112,SDG,Matt Wilhelm,LB,22,2.0
2003,4,113,KAN,Brett Williams,T,23,""
2003,4,114,DEN,Nick Eason,DT,23,7.0
2003,4,115,CLE,Lee Suggs,RB,23,""
2003,4,116,CHI,Ian Scott,DT,21,3.0
2003,4,117,NWE,Dan Klecko,DT,22,5.0
2003,4,118,CIN,Jeremi Johnson,FB,23,""
2003,4,119,CAR,Colin Branch,DB,23,""
2003,4,120,NWE,Asante Samuel,DB,22,""
2003,4,121,ATL,Justin Griffith,FB,23,""
2003,4,122,IND,Steve Sciullo,G,23,""
2003,4,123,NYG,Roderick Babers,DB,22,""
2003,4,124,SFO,Brandon Lloyd,WR,22,""
2003,4,125,PIT,Ike Taylor,DB,23,3.0
2003,4,126,TEN,Rien Long,DT,22,9.5
2003,4,127,BUF,Sam Aiken,WR,22,""
2003,4,128,DEN,Bryant McNeal,DE,"",""
2003,4,129,OAK,Shurron Pierson,DE,21,""
2003,4,130,TAM,Lance Nimmo,T,"",""
2003,4,131,PHI,Jamaal Green,DE,23,1.0
2003,4,132,JAX,LaBrandon Toefield,RB,22,""
2003,4,133,TAM,Austin King,C,22,""
2003,4,134,BAL,Ovie Mughelli,FB,23,""
2003,4,135,SEA,Solomon Bates,LB,21,""
2003,5,136,CIN,Khalid Abdullah,LB,24,""
2003,5,137,DET,Terrence Holt,DB,23,0.5
2003,5,138,IND,Robert Mathis,DE,22,123.0
2003,5,139,CHI,Bobby Wade,WR,22,""
2003,5,140,NYJ,Derek Pagel,DB,23,""
2003,5,141,ARI,Kenny King,DE,22,2.0
2003,5,142,CLE,Ryan Pontbriand,C,23,""
2003,5,143,CHI,Justin Gage,WR,22,""
2003,5,144,DET,James Davis,LB,24,3.5
2003,5,145,CAR,Kindal Moorehead,DT,24,10.5
2003,5,146,BAL,Aubrayo Franklin,DT,23,4.0
2003,5,147,GNB,James Lee,DT,23,1.0
2003,5,148,STL,Dan Curley,FB,25,""
2003,5,149,SDG,Mike Scifres,P,22,""
2003,5,150,NYJ,Matt Walters,DE,24,""
2003,5,151,BUF,Ben Sobieski,T,24,""
2003,5,152,CLE,Michael Lehan,DB,23,1.0
2003,5,153,KAN,Jordan Black,T,23,""
2003,5,154,TEN,Donnie Nickey,DB,23,1.0
2003,5,155,NOR,Melvin Williams,DE,24,""
2003,5,156,MIA,Donald Lee,TE,23,""
2003,5,157,DEN,Ben Claxton,G,23,""
2003,5,158,DEN,Adrian Madise,WR,23,""
2003,5,159,ATL,Jon Olinger,WR,"",""
2003,5,160,NYG,David Diehl,G,22,""
2003,5,161,SFO,Aaron Walker,TE,23,""
2003,5,162,IND,Keyon Whiteside,LB,23,""
2003,5,163,PIT,Brian St. Pierre,QB,23,""
2003,5,164,NWE,Dan Koppen,C,23,""
2003,5,165,SEA,Chris Davis,FB,23,""
2003,5,166,GNB,Hunter Hillenmeyer,LB,22,7.0
2003,5,167,OAK,Doug Gabriel,WR,23,""
2003,5,168,TAM,Sean Mahan,G,23,""
2003,5,169,MIA,J.R. Tolver,WR,"",""
2003,5,170,STL,Shane Walton,DB,23,""
2003,5,171,CHI,Tron LaFavor,DT,23,""
2003,5,172,STL,Kevin Garrett,DB,23,""
2003,5,173,BAL,Tony Pashos,T,23,""
2003,6,174,CIN,Langston Moore,DT,22,5.0
2003,6,175,DET,David Kircus,WR,23,""
2003,6,176,JAX,Brandon Green,DE,23,3.5
2003,6,177,ARI,Reggie Wells,G,22,""
2003,6,178,DAL,B.J. Tucker,DB,22,""
2003,6,179,JAX,David Young,DB,24,""
2003,6,180,MIN,Eddie Johnson,P,22,""
2003,6,181,MIA,Corey Jenkins,LB,27,""
2003,6,182,BAL,Gerome Sapp,DB,22,2.0
2003,6,183,SEA,Rashad Moore,DT,24,3.0
2003,6,184,STL,Scott Tercero,G,21,""
2003,6,185,PHI,Jeremy Bridges,G,23,""
2003,6,186,DAL,Zuriel Smith,WR,23,""
2003,6,187,BUF,Lauvale Sape,DT,23,""
2003,6,188,SDG,Hanik Milligan,DB,23,""
2003,6,189,KAN,Jimmy Wilkerson,DE,22,14.0
2003,6,190,MIN,Mike Nattiel,LB,22,""
2003,6,191,CHI,Joe Odom,LB,23,""
2003,6,192,HOU,Drew Henson,QB,23,""
2003,6,193,JAX,Marques Ogden,T,"",""
2003,6,194,DEN,Aaron Hunt,DE,"",""
2003,6,195,CLE,Antonio Garay,DE,23,9.0
2003,6,196,ATL,LaTarence Dunbar,WR,23,""
2003,6,197,SFO,Arnaz Battle,WR,23,""
2003,6,198,IND,Cato June,LB,23,1.0
2003,6,199,NYG,Willie Ponder,WR,23,""
2003,6,200,NYJ,Brooks Bollinger,QB,23,""
2003,6,201,NWE,Kliff Kingsbury,QB,24,""
2003,6,202,ATL,Waine Bacon,DB,24,""
2003,6,203,NOR,Kareem Kelly,WR,"",""
2003,6,204,OAK,Dustin Rykert,T,"",""
2003,6,205,TAM,Torrie Cox,DB,22,""
2003,6,206,CHI,Brock Forsey,RB,23,""
2003,6,207,NYG,Frank Walker,DB,23,""
2003,6,208,IND,Makoa Freitas,T,23,""
2003,6,209,MIA,Tim Provost,T,"",""
2003,6,210,ARI,Tony Gilbert,LB,23,1.0
2003,6,211,NYG,David Tyree,WR,23,""
2003,6,212,GNB,Brennan Curtin,T,"",""
2003,6,213,MIA,Yeremiah Bell,DB,25,13.0
2003,6,214,HOU,Keith Wright,DT,"",""
