2012,Rnd,Pick,Tm,Player,Pos,Age,Sk
2012,1,1,IND,Andrew Luck,QB,22,""
2012,1,2,WAS,Robert Griffin,QB,22,""
2012,1,3,CLE,Trent Richardson,RB,22,""
2012,1,4,MIN,Matt Kalil,T,23,""
2012,1,5,JAX,Justin Blackmon,WR,22,""
2012,1,6,DAL,Morris Claiborne,DB,22,""
2012,1,7,TAM,Mark Barron,DB,22,9.5
2012,1,8,MIA,Ryan Tannehill,QB,24,""
2012,1,9,CAR,Luke Kuechly,LB,21,12.5
2012,1,10,BUF,Stephon Gilmore,DB,21,1.0
2012,1,11,KAN,Dontari Poe,DT,22,17.5
2012,1,12,PHI,Fletcher Cox,DT,21,44.5
2012,1,13,ARI,Michael Floyd,WR,22,""
2012,1,14,STL,Michael Brockers,DT,21,21.0
2012,1,15,SEA,Bruce Irvin,DE,24,44.5
2012,1,16,NYJ,Quinton Coples,DE,22,16.5
2012,1,17,CIN,Dre Kirkpatrick,DB,22,3.0
2012,1,18,SDG,Melvin Ingram,DE,23,43.0
2012,1,19,CHI,Shea McClellin,DE,23,8.5
2012,1,20,TEN,Kendall Wright,WR,22,""
2012,1,21,NWE,Chandler Jones,DE,22,80.0
2012,1,22,CLE,Brandon Weeden,QB,28,""
2012,1,23,DET,Riley Reiff,T,23,""
2012,1,24,PIT,David DeCastro,G,22,""
2012,1,25,NWE,Dont'a Hightower,LB,22,20.5
2012,1,26,HOU,Whitney Mercilus,DE,22,47.5
2012,1,27,CIN,Kevin Zeitler,G,22,""
2012,1,28,GNB,Nick Perry,DE,22,32.0
2012,1,29,MIN,Harrison Smith,DB,23,12.0
2012,1,30,SFO,A.J. Jenkins,WR,22,""
2012,1,31,TAM,Doug Martin,RB,23,""
2012,1,32,NYG,David Wilson,RB,21,""
2012,2,33,STL,Brian Quick,WR,23,""
2012,2,34,IND,Coby Fleener,TE,23,""
2012,2,35,BAL,Courtney Upshaw,LB,22,7.0
2012,2,36,DEN,Derek Wolfe,DT,22,26.0
2012,2,37,CLE,Mitchell Schwartz,T,23,""
2012,2,38,JAX,Andre Branch,LB,23,25.5
2012,2,39,STL,Janoris Jenkins,DB,23,2.0
2012,2,40,CAR,Amini Silatolu,G,23,""
2012,2,41,BUF,Cordy Glenn,G,22,""
2012,2,42,MIA,Jonathan Martin,T,22,""
2012,2,43,NYJ,Stephen Hill,WR,21,""
2012,2,44,KAN,Jeff Allen,T,22,""
2012,2,45,CHI,Alshon Jeffery,WR,22,""
2012,2,46,PHI,Mychal Kendricks,LB,21,18.0
2012,2,47,SEA,Bobby Wagner,LB,22,16.5
2012,2,48,NWE,Tavon Wilson,DB,22,4.0
2012,2,49,SDG,Kendall Reyes,DT,22,14.5
2012,2,50,STL,Isaiah Pead,RB,22,""
2012,2,51,GNB,Jerel Worthy,DT,22,2.5
2012,2,52,TEN,Zach Brown,LB,22,17.5
2012,2,53,CIN,Devon Still,DT,23,0.5
2012,2,54,DET,Ryan Broyles,WR,24,""
2012,2,55,ATL,Peter Konz,C,23,""
2012,2,56,PIT,Mike Adams,T,22,""
2012,2,57,DEN,Brock Osweiler,QB,21,""
2012,2,58,TAM,Lavonte David,LB,22,21.5
2012,2,59,PHI,Vinny Curry,DE,24,24.5
2012,2,60,BAL,Kelechi Osemele,T,23,""
2012,2,61,SFO,LaMichael James,RB,22,""
2012,2,62,GNB,Casey Hayward,DB,22,""
2012,2,63,NYG,Rueben Randle,WR,21,""
2012,3,64,IND,Dwayne Allen,TE,22,""
2012,3,65,STL,Trumaine Johnson,DB,22,""
2012,3,66,MIN,Josh Robinson,DB,21,""
2012,3,67,DEN,Ronnie Hillman,RB,20,""
2012,3,68,HOU,DeVier Posey,WR,22,""
2012,3,69,BUF,T.J. Graham,WR,23,""
2012,3,70,JAX,Bryan Anger,P,23,""
2012,3,71,WAS,Josh LeRibeus,G,23,""
2012,3,72,MIA,Olivier Vernon,LB,21,52.0
2012,3,73,SDG,Brandon Taylor,DB,22,0.5
2012,3,74,KAN,Donald Stephenson,T,23,""
2012,3,75,SEA,Russell Wilson,QB,23,""
2012,3,76,HOU,Brandon Brooks,G,23,""
2012,3,77,NYJ,Demario Davis,LB,23,18.5
2012,3,78,MIA,Michael Egnew,TE,22,""
2012,3,79,CHI,Brandon Hardin,DB,22,""
2012,3,80,ARI,Jamell Fleming,DB,23,""
2012,3,81,DAL,Tyrone Crawford,DE,22,23.0
2012,3,82,TEN,Mike Martin,DT,22,4.0
2012,3,83,CIN,Mohamed Sanu,WR,23,""
2012,3,84,BAL,Bernard Pierce,RB,21,""
2012,3,85,DET,Bill Bentley,DB,23,""
2012,3,86,PIT,Sean Spence,LB,22,6.0
2012,3,87,CLE,John Hughes,DT,24,5.5
2012,3,88,PHI,Nick Foles,QB,23,""
2012,3,89,NOR,Akiem Hicks,DE,22,33.5
2012,3,90,NWE,Jake Bequette,DE,23,""
2012,3,91,ATL,Lamar Holmes,T,23,""
2012,3,92,IND,T.Y. Hilton,WR,22,""
