2004,Rnd,Pick,Tm,Player,Pos,Age,Sk
2004,1,1,SDG,Eli Manning,QB,23,""
2004,1,2,OAK,Robert Gallery,T,24,""
2004,1,3,ARI,Larry Fitzgerald,WR,21,""
2004,1,4,NYG,Philip Rivers,QB,22,""
2004,1,5,WAS,Sean Taylor,DB,21,2.0
2004,1,6,CLE,Kellen Winslow,TE,21,""
2004,1,7,DET,Roy Williams,WR,22,""
2004,1,8,ATL,DeAngelo Hall,DB,20,2.0
2004,1,9,JAX,Reggie Williams,WR,21,""
2004,1,10,HOU,Dunta Robinson,DB,22,5.5
2004,1,11,PIT,Ben Roethlisberger,QB,22,""
2004,1,12,NYJ,Jonathan Vilma,LB,22,10.5
2004,1,13,BUF,Lee Evans,WR,23,""
2004,1,14,CHI,Tommie Harris,DT,21,31.5
2004,1,15,TAM,Michael Clayton,WR,21,""
2004,1,16,PHI,Shawn Andrews,G,21,""
2004,1,17,DEN,D.J. Williams,LB,22,22.5
2004,1,18,NOR,Will Smith,DE,23,67.5
2004,1,19,MIA,Vernon Carey,T,23,""
2004,1,20,MIN,Kenechi Udeze,DE,21,11.0
2004,1,21,NWE,Vince Wilfork,NT,22,16.0
2004,1,22,BUF,J.P. Losman,QB,23,""
2004,1,23,SEA,Marcus Tubbs,DT,23,7.0
2004,1,24,STL,Steven Jackson,RB,21,""
2004,1,25,GNB,Ahmad Carroll,DB,21,3.0
2004,1,26,CIN,Chris Perry,RB,22,""
2004,1,27,HOU,Jason Babin,LB,24,64.5
2004,1,28,CAR,Chris Gamble,DB,21,1.0
2004,1,29,ATL,Michael Jenkins,WR,22,""
2004,1,30,DET,Kevin Jones,RB,22,""
2004,1,31,SFO,Rashaun Woods,WR,23,""
2004,1,32,NWE,Ben Watson,TE,23,""
2004,2,33,ARI,Karlos Dansby,LB,22,43.0
2004,2,34,NYG,Chris Snee,G,22,""
2004,2,35,SDG,Igor Olshansky,DE,22,12.5
2004,2,36,KAN,Junior Siavii,DT,25,1.0
2004,2,37,DET,Teddy Lehman,LB,22,1.0
2004,2,38,PIT,Ricardo Colclough,DB,20,2.5
2004,2,39,JAX,Daryl Smith,LB,22,30.5
2004,2,40,TEN,Ben Troupe,TE,22,""
2004,2,41,DEN,Tatum Bell,RB,23,""
2004,2,42,TEN,Travis LaBoy,DE,23,29.5
2004,2,43,DAL,Julius Jones,RB,23,""
2004,2,44,IND,Bob Sanders,DB,23,3.5
2004,2,45,OAK,Jake Grove,C,24,""
2004,2,46,SFO,Justin Smiley,G,22,""
2004,2,47,CHI,Tank Johnson,DT,22,14.0
2004,2,48,MIN,Dontarrious Thomas,LB,24,1.5
2004,2,49,CIN,Keiwan Ratliff,DB,23,""
2004,2,50,NOR,Devery Henderson,WR,22,""
2004,2,51,BAL,Dwan Edwards,DT,23,19.5
2004,2,52,DAL,Jacob Rogers,T,23,""
2004,2,53,SEA,Michael Boulware,DB,22,3.0
2004,2,54,DEN,Darius Watts,WR,22,""
2004,2,55,JAX,Greg Jones,RB,23,""
2004,2,56,CIN,Madieu Williams,DB,22,5.5
2004,2,57,TEN,Antwan Odom,DE,22,23.5
2004,2,58,SFO,Shawntae Spencer,DB,22,2.5
2004,2,59,CLE,Sean Jones,DB,22,4.0
2004,2,60,NOR,Courtney Watson,LB,23,3.0
2004,2,61,KAN,Kris Wilson,TE,23,""
2004,2,62,CAR,Keary Colbert,WR,22,""
2004,2,63,NWE,Marquise Hill,DE,22,""
2004,3,64,ARI,Darnell Dockett,DT,23,40.5
2004,3,65,SDG,Nate Kaeding,K,22,""
2004,3,66,SDG,Nick Hardwick,C,23,""
2004,3,67,OAK,Stuart Schweigert,DB,23,""
2004,3,68,IND,Ben Hartsock,TE,24,""
2004,3,69,IND,Gilbert Gardner,LB,22,1.0
2004,3,70,GNB,Joey Thomas,DB,24,""
2004,3,71,TEN,Randy Starks,DT,20,42.0
2004,3,72,GNB,Donnell Washington,DT,"",""
2004,3,73,DET,Keith Smith,DB,24,1.0
2004,3,74,BUF,Tim Anderson,DT,23,1.0
2004,3,75,PIT,Max Starks,T,22,""
2004,3,76,NYJ,Derrick Strait,DB,24,""
2004,3,77,SFO,Derrick Hamilton,WR,22,""
2004,3,78,CHI,Bernard Berrian,WR,23,""
2004,3,79,TAM,Marquis Cooper,LB,22,""
2004,3,80,CIN,Caleb Miller,LB,24,1.0
2004,3,81,WAS,Chris Cooley,TE,22,""
2004,3,82,BAL,Devard Darling,WR,22,""
2004,3,83,DAL,Stephen Peterman,G,22,""
2004,3,84,SEA,Sean Locklear,T,23,""
2004,3,85,DEN,Jeremy LeSueur,DB,23,""
2004,3,86,JAX,Jorge Cordova,LB,22,""
2004,3,87,GNB,B.J. Sander,P,24,""
2004,3,88,MIN,Darrion Scott,DE,22,9.5
2004,3,89,PHI,Matt Ware,DB,21,""
2004,3,90,ATL,Matt Schaub,QB,23,""
2004,3,91,STL,Anthony Hargrove,DE,21,19.5
2004,3,92,TEN,Rich Gardner,DB,23,""
2004,3,93,KAN,Keyaron Fox,LB,22,1.0
2004,3,94,CAR,Travelle Wharton,T,23,""
2004,3,95,NWE,Guss Scott,DB,23,""
2004,3,96,CIN,Landon Johnson,LB,23,3.5
2004,4,97,NYG,Reggie Torbor,LB,23,6.5
2004,4,98,SDG,Shaun Phillips,DE,23,81.5
2004,4,99,OAK,Carlos Francis,WR,23,""
2004,4,100,ARI,Alex Stepanovich,C,22,""
2004,4,101,ATL,Demorrio Williams,LB,24,7.5
2004,4,102,MIA,Will Poole,DB,23,1.0
2004,4,103,TEN,Bo Schobel,DE,23,1.5
2004,4,104,SFO,Isaac Sopoaga,DT,23,8.5
2004,4,105,KAN,Samie Parker,WR,23,""
2004,4,106,CLE,Luke McCown,QB,23,""
2004,4,107,IND,Kendyll Pope,LB,23,""
2004,4,108,NYJ,Jerricho Cotchery,WR,22,""
2004,4,109,BUF,Tim Euhus,TE,23,""
2004,4,110,CHI,Nathan Vasher,DB,22,1.0
2004,4,111,TAM,Will Allen,DB,22,4.0
2004,4,112,CHI,Leon Joe,LB,22,""
2004,4,113,NWE,Dexter Reid,DB,23,""
2004,4,114,CIN,Matthias Askew,DT,22,""
2004,4,115,MIN,Nat Dorsey,T,20,""
2004,4,116,SEA,Niko Koutouvides,LB,23,1.0
2004,4,117,CIN,Robert Geathers,DE,21,34.0
2004,4,118,JAX,Anthony Maddox,DT,25,5.0
2004,4,119,MIN,Mewelde Moore,RB,22,""
2004,4,120,JAX,Ernest Wilford,WR,25,""
2004,4,121,DAL,Bruce Thornton,DB,24,""
2004,4,122,HOU,Glenn Earl,DB,23,2.0
2004,4,123,CIN,Stacy Andrews,T,23,""
2004,4,124,TEN,Michael Waddell,DB,23,0.5
2004,4,125,IND,Jason David,DB,22,""
