1997,Rnd,Pick,Tm,Player,Pos,Age,Sk
1997,3,62,NOR,Troy Davis,RB,21,""
1997,3,63,TAM,Frank Middleton,G,22,""
1997,3,64,BAL,Jay Graham,RB,22,""
1997,3,65,DAL,Dexter Coakley,LB,24,9.5
1997,3,66,TAM,Ronde Barber,DB,22,28.0
1997,3,67,DEN,Dan Neil,G,23,""
1997,3,68,NYG,Ryan Phillips,LB,23,3.5
1997,3,69,CHI,Bob Sapp,G,23,""
1997,3,70,ATL,O.J. Santiago,TE,23,""
1997,3,71,PHI,Duce Staley,RB,22,""
1997,3,72,OAK,Adam Treu,C,23,""
1997,3,73,MIA,Jason Taylor HOF,DE,23,139.5
1997,3,74,SDG,Michael Hamilton,LB,23,""
1997,3,75,TEN,Denard Walker,DB,24,""
1997,3,76,CIN,Rod Payne,C,23,""
1997,3,77,SFO,Greg Clark,TE,25,""
1997,3,78,MIN,Stalin Colinet,DT,23,5.5
1997,3,79,JAX,James Hamilton,LB,23,1.0
1997,3,80,WAS,Derek Smith,LB,22,13.5
1997,3,81,TEN,Scott Sanderson,T,23,""
1997,3,82,PIT,Paul Wiggins,T,24,""
1997,3,83,DAL,Steve Scifres,G,25,""
1997,3,84,ARI,Ty Howard,DB,23,1.0
1997,3,85,OAK,Tim Kohn,T,"",""
1997,3,86,IND,Bertrand Berry,DE,22,65.0
1997,3,87,CAR,Kinnon Tatum,LB,22,""
1997,3,88,NYJ,Dedric Ward,WR,22,""
1997,3,89,NWE,Chris Carter,DB,22,4.0
1997,3,90,GNB,Brett Conway,K,22,""
1997,3,91,PIT,Mike Vrabel,LB,22,57.0
1997,3,92,MIA,Derrick Rodgers,LB,25,9.0
1997,3,93,MIA,Ronnie Ward,LB,23,""
1997,3,94,DAL,Kenny Wheaton,DB,22,""
1997,3,95,NYG,Brad Maynard,P,23,""
1997,3,96,MIA,Brent Smith,G,23,""
1997,4,97,NWE,Damon Denson,G,22,""
1997,4,98,TEN,Derrick Mason,WR,23,""
1997,4,99,NOR,Danny Wuerffel,QB,23,""
1997,4,100,ATL,Henri Crockett,LB,22,7.5
1997,4,101,DAL,Antonio Anderson,DT,24,2.0
1997,4,102,NYJ,Terry Day,DE,22,""
1997,4,103,NYG,Pete Monty,LB,23,2.0
1997,4,104,NYJ,Leon Johnson,RB,23,""
1997,4,105,CHI,Darnell Autry,RB,21,""
1997,4,106,ARI,Chris Dishman,G,23,""
1997,4,107,TEN,Pratt Lyons,DE,22,4.5
1997,4,108,CHI,Marcus Robinson,WR,22,""
1997,4,109,SDG,Raleigh Roundtree,G,22,""
1997,4,110,KAN,Pat Barnes,QB,22,""
1997,4,111,CIN,Tremain Mack,DB,22,""
1997,4,112,STL,Ryan Tucker,T,22,""
1997,4,113,MIN,Antonio Banks,DB,24,""
1997,4,114,JAX,Seth Payne,DT,22,17.5
1997,4,115,WAS,Albert Connell,WR,23,""
1997,4,116,NOR,Keith Poole,WR,23,""
1997,4,117,IND,Monty Montgomery,DB,23,3.5
1997,4,118,BAL,Tyrus McCloud,LB,22,""
1997,4,119,PHI,Damien Robinson,DB,23,0.5
1997,4,120,BUF,Jamie Nails,G,22,""
1997,4,121,MIA,Jerome Daniels,G,22,""
1997,4,122,CAR,Tarek Saleh,LB,22,1.0
1997,4,123,OAK,Chad Levitt,RB,21,""
1997,4,124,DEN,Cory Gilliard,DB,22,""
1997,4,125,NWE,Ed Ellis,T,21,""
1997,4,126,GNB,Jermaine Smith,DT,25,1.5
1997,4,127,DAL,Macey Brooks,WR,22,""
1997,4,128,TAM,Alshermond Singleton,LB,22,4.5
1997,4,129,DAL,Nicky Sualua,RB,22,""
1997,4,130,DET,Matt Russell,LB,24,""
1997,5,131,NYJ,Lamont Burns,G,23,""
1997,5,132,WAS,Jamel Williams,DB,23,""
1997,5,133,ATL,Marcus Wimberly,DB,23,""
1997,5,134,BAL,Jeff Mitchell,C,23,""
1997,5,135,DET,Pete Chryplewicz,TE,23,""
1997,5,136,NYG,Sam Garnes,DB,23,3.0
1997,5,137,TAM,Patrick Hape,TE,23,""
1997,5,138,SDG,Kenny Bynum,RB,23,""
1997,5,139,ARI,Chad Carpenter,WR,"",""
1997,5,140,WAS,Keith Thibodeaux,DB,23,""
1997,5,141,CHI,Van Hiles,DB,21,""
1997,5,142,SEA,Eric Stokes,DB,23,""
1997,5,143,TEN,George McCullough,DB,22,""
1997,5,144,CIN,Andre Purvis,DT,24,1.0
1997,5,145,NYJ,Raymond Austin,DB,22,""
1997,5,146,SDG,Paul Bradford,DB,23,""
1997,5,147,JAX,Damon Jones,TE,22,""
1997,5,148,WAS,Twan Russell,LB,23,""
1997,5,149,MIA,Barron Tanner,DT,23,3.0
1997,5,150,IND,Nate Jacquet,WR,22,""
1997,5,151,MIN,Tony Williams,DT,22,22.0
1997,5,152,PHI,N.D. Kalu,DE,22,31.0
1997,5,153,BUF,Sean Woodson,DB,"",""
1997,5,154,PIT,George Jones,RB,23,""
1997,5,155,PHI,Luther Broughton,TE,22,""
1997,5,156,IND,Carl Powell,DE,23,6.5
1997,5,157,MIA,Nicholas Lopez,DE,"",""
1997,5,158,STL,Taje Allen,DB,23,0.5
1997,5,159,NWE,Vernon Crawford,LB,23,""
1997,5,160,GNB,Anthony Hicks,LB,"",""
1997,5,161,DET,Duane Ashman,DE,"",""
1997,5,162,WAS,Brad Badger,G,22,""
1997,5,163,KAN,June Henley,RB,22,""
1997,6,164,NYJ,Tim Scharf,LB,"",""
1997,6,165,NOR,Nick Savoie,TE,23,""
1997,6,166,MIA,John Fiala,LB,23,""
1997,6,167,BAL,Steve Lee,RB,"",""
1997,6,168,DET,Tony Ramirez,T,24,""
1997,6,169,TAM,Al Harris,DB,22,4.0
1997,6,170,MIA,Brian Manning,WR,22,""
1997,6,171,NYG,Mike Cherry,QB,23,""
1997,6,172,OAK,Calvin Branch,DB,23,""
1997,6,173,MIA,Mike Crawford,LB,22,""
1997,6,174,SEA,Itula Mili,TE,24,""
1997,6,175,ARI,Rod Brown,RB,"",""
1997,6,176,CIN,Canute Curtis,LB,23,3.0
1997,6,177,MIA,Ed Perry,TE,23,""
1997,6,178,SDG,Daniel Palmer,C,"",""
1997,6,179,STL,Muadianvita Kazadi,LB,23,""
1997,6,180,ATL,Calvin Collins,G,23,""
1997,6,181,TEN,Dennis Stallings,LB,23,""
1997,6,182,IND,Scott Von der Ahe,LB,21,""
1997,6,183,MIN,Robert Tate,DB,23,""
1997,6,184,JAX,Daimon Shelton,FB,24,""
1997,6,185,BUF,Marcus Spriggs,T,23,""
1997,6,186,PIT,Daryl Porter,DB,23,""
1997,6,187,DAL,Lee Vaughn,DB,"",""
1997,6,188,ARI,Tony McCombs,LB,23,""
1997,6,189,CAR,Matt Finkes,DE,22,""
1997,6,190,PHI,Antwuan Wyatt,WR,22,""
1997,6,191,NYJ,Chuck Clements,QB,23,""
1997,6,192,NWE,Tony Gaiter,WR,23,""
1997,6,193,OAK,Grady Jackson,DT,24,35.5
1997,6,194,BAL,Cornell Brown,LB,22,7.0
1997,6,195,KAN,Isaac Byrd,WR,22,""
1997,6,196,CHI,Shawn Swayda,DE,23,1.5
1997,6,197,TAM,Nigea Carter,WR,"",""
1997,6,198,PHI,Ed Jasper,DT,24,17.0
1997,6,199,PIT,Rod Manuel,DE,22,""
1997,6,200,CHI,Richard Hogans,LB,"",""
1997,6,201,CHI,Ricky Parker,DB,22,""
1997,7,202,NYJ,Steve Rosga,DB,"",""
1997,7,203,MIA,Hudhaifa Ismaeli,DB,"",""
1997,7,204,ATL,Tony Graziani,QB,23,""
1997,7,205,BAL,Chris Ward,DE,23,""
1997,7,206,DET,Terry Battle,RB,"",""
1997,7,207,PHI,Koy Detmer,QB,24,""
1997,7,208,NYG,Matt Keneley,DT,23,""
1997,7,209,TAM,Anthony DeGrate,DT,"",""
1997,7,210,CHI,Mike Miano,DT,"",""
1997,7,211,SEA,Carlos Jones,DB,"",""
1997,7,212,ARI,Mark Smith,DT,23,20.0
1997,7,213,GNB,Chris Miller,WR,"",""
1997,7,214,KAN,Nathan Parks,T,22,""
1997,7,215,STL,Cedric White,DE,"",""
1997,7,216,TEN,Armon Williams,DB,24,""
1997,7,217,CIN,William Carr,DT,"",""
1997,7,218,SDG,Toran James,LB,23,""
1997,7,219,IND,Clarence Thompson,DB,"",""
1997,7,220,MIN,Artie Ulmer,LB,24,1.0
1997,7,221,JAX,Jon Hesse,LB,24,""
1997,7,222,ATL,Chris Bayne,DB,22,""
1997,7,223,PIT,Mike Adams,WR,23,""
1997,7,224,DAL,Omar Stoutmire,DB,23,5.0
1997,7,225,PHI,Byron Capers,DB,"",""
1997,7,226,BUF,Pat Fitzgerald,TE,"",""
1997,7,227,PHI,DeAuntae Brown,DB,23,""
1997,7,228,CAR,Kris Mangum,TE,24,""
1997,7,229,NYJ,Jason Ferguson,DT,22,21.5
1997,7,230,NWE,Scott Rehberg,G,23,""
1997,7,231,GNB,Jerald Sowell,FB,23,""
1997,7,232,DET,Marcus Harris,WR,"",""
1997,7,233,CHI,Marvin Thomas,DE,23,""
1997,7,234,BAL,Wally Richardson,QB,23,""
1997,7,235,MIN,Matthew Hatchette,WR,23,""
1997,7,236,BAL,Ralph Staten,DB,22,1.0
1997,7,237,SDG,Tony Corbin,QB,"",""
1997,7,238,BAL,Leland Taylor,DT,24,""
1997,7,239,DET,Richard Jordan,LB,22,""
1997,7,240,GNB,Ron McAda,QB,"",""
