1959,Rnd,Pick,Tm,Player,Pos,Age,College/Univ
1959,1,1,GNB,Randy Duncan,QB,22,Iowa
1959,1,2,RAM,Dick Bass,FB,22,Pacific
1959,1,3,CRD,Billy Stacy,DB,23,Mississippi St.
1959,1,4,WAS,Don Allard,QB,23,Boston Col.
1959,1,5,SFO,Dave Baker,DB,22,Oklahoma
1959,1,6,DET,Nick Pietrosante,FB,21,Notre Dame
1959,1,7,CHI,Don Clark,B,"",Ohio St.
1959,1,8,SFO,Dan James,T,22,Ohio St.
1959,1,9,RAM,Paul Dickson,DT,22,Baylor
1959,1,10,NYG,Lee Grosscup,QB,22,Utah
1959,1,11,CLE,Rich Kreitling,E,23,Illinois
1959,1,12,BAL,Jackie Burkett,LB,22,Auburn
1959,2,13,GNB,Alex Hawkins,HB,22,South Carolina
1959,2,14,CRD,Jerry Wilson,DE,22,Auburn
1959,2,15,PHI,J.D. Smith,T,23,Rice
1959,2,16,RAM,Buddy Humphrey,QB,23,Baylor
1959,2,17,SFO,Bob Harrison,LB,22,Oklahoma
1959,2,18,DET,Charley Horton,G,"",Baylor
1959,2,19,DET,Mike Rabold,G,22,Indiana
1959,2,20,RAM,Don Brown,HB,22,Houston
1959,2,21,CHI,Richie Petitbon,DB,21,Tulane
1959,2,22,NYG,Buddy Dial,SE,22,Rice
1959,2,23,CLE,Dick Schafrath,T,22,Ohio St.
1959,2,24,BAL,Dave Sherer,E,22,SMU
1959,3,25,GNB,Boyd Dowler,FL,21,Colorado
1959,3,26,PHI,Wray Carlton,HB,22,Duke
1959,3,27,CRD,Jimmy Butler,B,"",Vanderbilt
1959,3,28,WAS,Emil Karas,LB,25,Dayton
1959,3,29,SFO,Eddie Dove,DB,22,Colorado
1959,3,30,DET,Ron Koes,C,"",North Carolina
1959,3,31,RAM,Larry Hickman,FB,23,Baylor
1959,3,32,CHI,Pete Johnson,DB,22,VMI
1959,3,33,RAM,Tom Franckhauser,DB,22,Purdue
1959,3,34,NYG,Joe Morrison,HB,22,Cincinnati
1959,3,35,CLE,Fran O'Brien,T,23,Michigan St.
1959,3,36,DET,Ron Luciano,T,"",Syracuse
1959,4,37,CLE,Gary Prahst,E,"",Michigan
1959,4,38,CRD,Ken Beck,DT,24,Texas A&M
1959,4,39,PHI,Jim Grazione,QB,"",Villanova
1959,4,40,WAS,Jim Wood,E,"",Oklahoma St.
1959,4,41,SFO,Monte Clark,T,22,USC
1959,4,42,DET,Art Brandriff,B,"",VMI
1959,4,43,RAM,Blanche Martin,FB,22,Michigan St.
1959,4,44,RAM,John Tracey,LB,26,Texas A&M
1959,4,45,RAM,Bob Reifsnyder,DE,22,Navy
1959,4,46,DET,Bob Grottkau,G,22,Oregon
1959,4,47,CLE,Dave Lloyd,LB,22,Georgia
1959,4,48,BAL,Zeke Smith,LB,22,Auburn
1959,5,49,WAS,Bob Wetoska,T,22,Notre Dame
1959,5,50,CRD,Maury Schleicher,DE,22,Penn St.
1959,5,51,PHI,Nick Mumley,DE,22,Purdue
1959,5,52,CRD,Ted Bates,LB,22,Oregon St.
1959,5,53,CLE,John Wooten,G,22,Colorado
1959,5,54,SFO,Frank Geremia,T,"",Notre Dame
1959,5,55,GNB,Andy Cvercko,G,21,Northwestern
1959,5,56,RAM,John Lands,E,"",Montana St.
1959,5,57,CHI,John Adams,E,21,Los Angeles St.
1959,5,58,CLE,Dick LeBeau HOF,DB,21,Ohio St.
1959,5,59,NYG,Ellison Kelly,G,24,Michigan St.
1959,5,60,BAL,Don Churchwell,DT,23,Mississippi
1959,6,61,GNB,Willie Taylor,C,"",Florida A&M
1959,6,62,PHI,Al Benecick,G,"",Syracuse
1959,6,63,CRD,Tom Redmond,DE,21,Vanderbilt
1959,6,64,CRD,Mac Lewis,T,22,Iowa
1959,6,65,WAS,Jim McFalls,T,"",VMI
1959,6,66,SFO,Tony Bavaro,T,"",Holy Cross
1959,6,67,DET,Dick Guesman,DT,21,West Virginia
1959,6,68,CHI,Fred Cole,G,22,Maryland
1959,6,69,RAM,Dave Painter,C,"",Tulane
1959,6,70,CLE,Jim Prestel,DT,22,Idaho
1959,6,71,CLE,Bob Denton,DE,25,Pacific
1959,6,72,BAL,Palmer Pyle,G,22,Michigan St.
1959,7,73,GNB,Bobby Jackson,DB,23,Alabama
1959,7,74,SFO,Don Rogers,C,22,South Carolina
1959,7,75,CHI,Jim Tucker,E,"",Tenn-Chattanooga
1959,7,76,WAS,Don Lawrence,DT,22,Notre Dame
1959,7,77,DET,Ben Donnell,DE,23,Vanderbilt
1959,7,78,SFO,Daniel Colchico,DE,24,San Jose St.
1959,7,79,WAS,Mitch Ogiego,QB,"",Iowa
1959,7,80,RAM,Eddie Meador,DB,22,Arkansas Tech
1959,7,81,WAS,Jim Kenney,E,"",Boston Univ.
1959,7,82,CLE,Gene Miller,T,"",Rice
1959,7,83,GNB,Gary Raid,T,"",Willamette
1959,7,84,BAL,Hal Lewis,FB,23,Houston
1959,8,85,GNB,Buddy Mayfield,E,"",South Carolina
1959,8,86,PHI,Willmer Fowler,HB,22,Northwestern
1959,8,87,CLE,Bob Ptacek,QB,22,Michigan
1959,8,88,DET,Jim Lenden,T,"",Oregon
1959,8,89,WAS,Gene O'Pella,E,"",Villanova
1959,8,90,SFO,Lew Aken,E,"",Vanderbilt
1959,8,91,PIT,Tom Barnett,HB,22,Purdue
1959,8,92,CHI,Dick Clark,B,"",Baylor
1959,8,93,RAM,Bill Conner,E,"",Jackson St.
1959,8,94,CHI,Willie Smith,G,21,Michigan
1959,8,95,GNB,Bob Laraba,LB,26,Texas-El Paso
1959,8,96,BAL,Tommy Joe Coffey,B,"",West Texas A&M
1959,9,97,GNB,George Dixon,B,"",Bridgeport
1959,9,98,CRD,Gary Ferguson,T,"",SMU
1959,9,99,PHI,Gene Johnson,DB,23,Cincinnati
1959,9,100,WAS,Dick Haley,DB,21,Pittsburgh
1959,9,101,DET,Carl Smith,FB,26,Tennessee
1959,9,102,SFO,Bobby Joe Green,P,23,Florida
1959,9,103,PIT,Hal Davis,G,"",Houston
1959,9,104,RAM,Larry Cundiff,T,"",Michigan St.
1959,9,105,CHI,Maury Youmans,DE,22,Syracuse
1959,9,106,CLE,Kirk Wilson,B,"",UCLA
1959,9,107,NYG,Jack Delveaux,B,"",Illinois
1959,9,108,BAL,Tom Brown,G,"",Minnesota
1959,10,109,GNB,Sam Tuccio,T,"",Southern Miss
1959,10,110,PHI,Rollie West,B,"",Villanova
1959,10,111,CRD,Emil DeCantis,B,"",North Carolina
1959,10,112,DET,Jack Laraway,LB,23,Purdue
1959,10,113,WAS,Ron Toth,B,"",Notre Dame
1959,10,114,SFO,Bronko Nagurski,T,"",Notre Dame
1959,10,115,PIT,Riley Gunnels,DT,21,Georgia
