1995,Rnd,Pick,Tm,Player,Pos,Age,Sk
1995,1,1,CIN,Ki-Jana Carter,RB,21,""
1995,1,2,JAX,Tony Boselli,T,23,""
1995,1,3,HOU,Steve McNair,QB,22,""
1995,1,4,WAS,Michael Westbrook,WR,23,""
1995,1,5,CAR,Kerry Collins,QB,22,""
1995,1,6,STL,Kevin Carter,DE,21,104.5
1995,1,7,PHI,Mike Mamula,DE,22,31.5
1995,1,8,SEA,Joey Galloway,WR,23,""
1995,1,9,NYJ,Kyle Brady,TE,23,""
1995,1,10,SFO,J.J. Stokes,WR,22,""
1995,1,11,MIN,Derrick Alexander,DE,21,20.0
1995,1,12,TAM,Warren Sapp HOF,DT,22,96.5
1995,1,13,NOR,Mark Fields,LB,22,34.5
1995,1,14,BUF,Ruben Brown,G,23,""
1995,1,15,IND,Ellis Johnson,DT,21,51.0
1995,1,16,NYJ,Hugh Douglas,DE,24,80.0
1995,1,17,NYG,Tyrone Wheatley,RB,23,""
1995,1,18,OAK,Napoleon Kaufman,RB,22,""
1995,1,19,JAX,James Stewart,RB,23,""
1995,1,20,DET,Luther Elliss,DT,22,29.0
1995,1,21,CHI,Rashaan Salaam,RB,20,""
1995,1,22,CAR,Tyrone Poole,DB,23,6.0
1995,1,23,NWE,Ty Law HOF,DB,21,5.0
1995,1,24,MIN,Korey Stringer,T,21,""
1995,1,25,MIA,Billy Milner,T,23,""
1995,1,26,ATL,Devin Bush,DB,22,1.0
1995,1,27,PIT,Mark Bruener,TE,22,""
1995,1,28,TAM,Derrick Brooks HOF,LB,22,13.5
1995,1,29,CAR,Blake Brockermeyer,T,22,""
1995,1,30,CLE,Craig Powell,LB,23,""
1995,1,31,KAN,Trezelle Jenkins,T,22,""
1995,1,32,GNB,Craig Newsome,DB,24,""
1995,2,33,NYJ,Matt O'Dwyer,G,23,""
1995,2,34,SDG,Terrance Shaw,DB,21,""
1995,2,35,HOU,Anthony Cook,DE,23,17.0
1995,2,36,CAR,Shawn King,DE,23,8.5
1995,2,37,WAS,Cory Raymer,C,22,""
1995,2,38,STL,Zach Wiegert,G,23,""
1995,2,39,SEA,Christian Fauria,TE,23,""
1995,2,40,JAX,Brian DeMarco,G,23,""
1995,2,41,ATL,Ron Davis,DB,23,""
1995,2,42,MIN,Orlando Thomas,DB,22,1.5
1995,2,43,TAM,Melvin Johnson,DB,23,1.0
