2002,Rnd,Pick,Tm,Player,Pos,Age,Sk
2002,1,1,HOU,David Carr,QB,23,""
2002,1,2,CAR,Julius Peppers,DE,22,159.5
2002,1,3,DET,Joey Harrington,QB,23,""
2002,1,4,BUF,Mike Williams,T,22,""
2002,1,5,SDG,Quentin Jammer,DB,23,""
2002,1,6,KAN,Ryan Sims,DT,22,8.5
2002,1,7,MIN,Bryant McKinnie,T,22,""
2002,1,8,DAL,Roy Williams,DB,22,7.5
2002,1,9,JAX,John Henderson,DT,23,29.0
2002,1,10,CIN,Levi Jones,T,23,""
2002,1,11,IND,Dwight Freeney,DE,22,125.5
2002,1,12,ARI,Wendell Bryant,DT,21,1.5
2002,1,13,NOR,Donte' Stallworth,WR,21,""
2002,1,14,NYG,Jeremy Shockey,TE,22,""
2002,1,15,TEN,Albert Haynesworth,DT,21,30.5
2002,1,16,CLE,William Green,RB,22,""
2002,1,17,OAK,Phillip Buchanon,DB,21,1.0
2002,1,18,ATL,T.J. Duckett,RB,21,""
2002,1,19,DEN,Ashley Lelie,WR,22,""
2002,1,20,GNB,Javon Walker,WR,23,""
2002,1,21,NWE,Daniel Graham,TE,23,""
2002,1,22,NYJ,Bryan Thomas,DE,23,33.5
2002,1,23,OAK,Napoleon Harris,LB,23,8.5
2002,1,24,BAL,Ed Reed HOF,DB,23,6.0
2002,1,25,NOR,Charles Grant,DE,24,47.0
2002,1,26,PHI,Lito Sheppard,DB,21,3.0
2002,1,27,SFO,Mike Rumph,DB,22,2.0
2002,1,28,SEA,Jerramy Stevens,TE,22,""
2002,1,29,CHI,Marc Colombo,T,23,""
2002,1,30,PIT,Kendall Simmons,G,23,""
2002,1,31,STL,Robert Thomas,LB,22,2.0
2002,1,32,WAS,Patrick Ramsey,QB,23,""
2002,2,33,HOU,Jabar Gaffney,WR,21,""
2002,2,34,CAR,DeShaun Foster,RB,22,""
2002,2,35,DET,Kalimba Edwards,DE,22,31.0
2002,2,36,BUF,Josh Reed,WR,22,""
2002,2,37,DAL,Andre Gurode,G,24,""
2002,2,38,MIN,Raonall Smith,LB,23,2.5
2002,2,39,SDG,Toniu Fonoti,G,20,""
2002,2,40,JAX,Mike Pearson,T,22,""
2002,2,41,CIN,Lamont Thompson,DB,24,1.0
2002,2,42,IND,Larry Tripplett,DT,23,8.5
2002,2,43,KAN,Eddie Freeman,DE,24,4.0
2002,2,44,NOR,LeCharles Bentley,G,22,""
2002,2,45,TEN,Tank Williams,DB,22,3.5
2002,2,46,NYG,Tim Carter,WR,22,""
2002,2,47,CLE,Andre' Davis,WR,23,""
2002,2,48,SDG,Reche Caldwell,WR,23,""
2002,2,49,ARI,Levar Fisher,LB,23,1.0
2002,2,50,HOU,Chester Pitts,T,23,""
2002,2,51,DEN,Clinton Portis,RB,21,""
2002,2,52,BAL,Anthony Weaver,DE,22,15.5
2002,2,53,OAK,Langston Walker,T,23,""
2002,2,54,SEA,Maurice Morris,RB,22,""
2002,2,55,OAK,Doug Jolley,TE,23,""
2002,2,56,WAS,Ladell Betts,RB,23,""
2002,2,57,NYJ,Jon McGraw,DB,23,2.0
2002,2,58,PHI,Michael Lewis,DB,22,11.5
2002,2,59,PHI,Sheldon Brown,DB,23,8.0
2002,2,60,SEA,Anton Palepoi,DE,24,4.0
2002,2,61,BUF,Ryan Denney,DE,25,23.5
2002,2,62,PIT,Antwaan Randle El,WR,23,""
2002,2,63,DAL,Antonio Bryant,WR,21,""
2002,2,64,STL,Travis Fisher,DB,22,""
2002,2,65,NWE,Deion Branch,WR,23,""
2002,3,66,HOU,Fred Weary,G,24,""
2002,3,67,CIN,Matt Schobel,TE,23,""
2002,3,68,DET,Andre' Goodman,DB,24,1.0
2002,3,69,SFO,Saleem Rasheed,LB,21,1.0
2002,3,70,MIN,Willie Offord,DB,23,""
2002,3,71,SDG,Ben Leber,LB,23,24.0
2002,3,72,CHI,Roosevelt Williams,DB,23,""
2002,3,73,CAR,Will Witherspoon,LB,22,26.0
2002,3,74,IND,Joe Jefferson,DB,22,""
2002,3,75,DAL,Derek Ross,DB,22,""
2002,3,76,CLE,Melvin Fowler,C,23,""
2002,3,77,TEN,Rocky Calmus,LB,23,1.0
2002,3,78,NYG,Jeff Hatch,T,22,""
2002,3,79,WAS,Rashad Bauman,DB,23,""
2002,3,80,ATL,Will Overstreet,LB,22,""
2002,3,81,ARI,Josh McCown,QB,23,""
2002,3,82,NOR,James Allen,LB,22,""
2002,3,83,HOU,Charles Hill,DT,21,""
2002,3,84,STL,Lamar Gordon,RB,22,""
2002,3,85,SEA,Kris Richard,DB,23,1.0
2002,3,86,TAM,Marquis Walker,WR,"",""
2002,3,87,WAS,Cliff Russell,WR,23,""
2002,3,88,NYJ,Chris Baker,TE,22,""
2002,3,89,JAX,Akin Ayodele,LB,22,9.5
2002,3,90,MIA,Seth McKinney,C,23,""
2002,3,91,PHI,Brian Westbrook,RB,23,""
2002,3,92,GNB,Marques Anderson,DB,23,""
2002,3,93,CHI,Terrence Metcalf,G,24,""
2002,3,94,PIT,Chris Hope,DB,21,4.0
2002,3,95,STL,Eric Crouch,WR,"",""
2002,3,96,DEN,Dorsett Davis,DE,23,""
2002,3,97,BUF,Coy Wire,DB,23,5.0
2002,3,98,ARI,Dennis Johnson,DE,22,3.0
2002,4,99,HOU,Jonathan Wells,RB,23,""
2002,4,100,CAR,Dante Wesley,DB,23,2.0
2002,4,101,CLE,Kevin Bentley,LB,22,1.0
2002,4,102,SFO,Jeff Chandler,K,23,""
2002,4,103,SDG,Justin Peelle,TE,23,""
2002,4,104,CHI,Alex Brown,DE,23,45.5
2002,4,105,MIN,Brian Williams,DB,23,5.0
2002,4,106,IND,David Thornton,LB,23,5.0
2002,4,107,KAN,Omar Easy,FB,24,""
2002,4,108,JAX,David Garrard,QB,24,""
2002,4,109,CIN,Travis Dorsch,P,22,""
2002,4,110,TEN,Mike Echols,DB,23,""
2002,4,111,CLE,Ben Taylor,LB,24,""
2002,4,112,BAL,Dave Zastudil,P,23,""
2002,4,113,ARI,Nate Dwyer,DT,"",""
2002,4,114,MIA,Randy McMichael,TE,23,""
2002,4,115,TEN,Tony Beckham,DB,23,""
2002,4,116,ATL,Martin Bibla,G,22,""
2002,4,117,NWE,Rohan Davey,QB,24,""
2002,4,118,JAX,Chris Luzar,TE,23,""
2002,4,119,TAM,Travis Stephens,RB,24,""
2002,4,120,SEA,Terreal Bierria,DB,21,""
2002,4,121,NYJ,Alan Harper,DT,23,""
2002,4,122,CLE,Darnell Sanders,TE,23,""
2002,4,123,BAL,Ron Johnson,WR,22,""
2002,4,124,PHI,Scott Peters,C,23,""
2002,4,125,NOR,Keyuo Craver,DB,22,""
2002,4,126,NWE,Jarvis Green,DE,23,28.0
2002,4,127,SFO,Kevin Curtis,DB,"",""
2002,4,128,PIT,Larry Foote,LB,22,25.0
2002,4,129,DAL,Jamar Martin,FB,22,""
2002,4,130,STL,Travis Scott,G,"",""
2002,4,131,DEN,Sam Brandon,DB,23,""
2002,4,132,MIN,Edward Ta'amu,G,"",""
2002,4,133,TEN,Rocky Boiman,LB,22,1.5
2002,4,134,DET,John Taylor,LB,"",""
2002,4,135,GNB,Najeh Davenport,RB,23,""
2002,5,136,HOU,Jarrod Baxter,FB,23,""
2002,5,137,CAR,Randy Fasani,QB,23,""
2002,5,138,DET,John Owens,TE,22,""
2002,5,139,BUF,Justin Bannan,DT,23,6.5
2002,5,140,CHI,Bobby Gray,DB,24,1.0
2002,5,141,CLE,Andra Davis,LB,23,12.0
2002,5,142,SDG,Terry Charles,WR,"",""
2002,5,143,KAN,Scott Fujita,LB,23,23.5
2002,5,144,DEN,Herb Haygood,WR,24,""
2002,5,145,CAR,Kyle Johnson,RB,23,""
2002,5,146,SEA,Rocky Bernard,DT,23,33.0
2002,5,147,OAK,Kenyon Coleman,DE,23,13.5
2002,5,148,ATL,Kevin McCadam,DB,23,1.0
2002,5,149,ARI,Jason McAddley,WR,23,""
2002,5,150,NOR,Mel Mitchell,DB,23,""
2002,5,151,TEN,Jake Schifino,WR,22,""
2002,5,152,NYG,Nick Greisen,LB,23,4.0
2002,5,153,HOU,Ramon Walker,DB,22,""
2002,5,154,NYJ,Jonathan Goodwin,G,23,""
2002,5,155,BAL,Terry Jones,TE,22,""
2002,5,156,GNB,Aaron Kampman,DE,22,58.0
2002,5,157,TAM,Jermaine Phillips,DB,23,3.0
2002,5,158,ATL,Kurt Kittner,QB,22,""
2002,5,159,WAS,Andre Lott,DB,23,1.0
2002,5,160,WAS,Robert Royal,TE,23,""
2002,5,161,MIA,Omare Lowe,DB,24,""
2002,5,162,PHI,Freddie Milons,WR,"",""
2002,5,163,SFO,Brandon Doman,QB,"",""
2002,5,164,GNB,Craig Nall,QB,23,""
2002,5,165,CHI,Bryan Knight,LB,23,1.5
2002,5,166,PIT,Verron Haynes,RB,23,""
2002,5,167,STL,Courtland Bullard,LB,24,""
2002,5,168,DAL,Pete Hunter,DB,22,1.0
2002,5,169,SEA,Ryan Hannam,TE,22,""
2002,5,170,MIA,Sam Simmons,WR,22,""
2002,5,171,SEA,Matt Hill,T,23,""
2002,5,172,SFO,Josh Shaw,DT,23,1.0
2002,6,173,HOU,Demarcus Faggins,DB,23,1.0
2002,6,174,CAR,Keith Heinrich,TE,23,""
2002,6,175,DET,Chris Cash,DB,22,""
2002,6,176,BUF,Kevin Thomas,DB,24,1.5
2002,6,177,MIN,Nick Rogers,LB,23,2.0
2002,6,178,SDG,Matt Anderle,T,"",""
2002,6,179,DAL,Tyson Walter,C,24,""
2002,6,180,JAX,Clenton Ballard,DT,"",""
2002,6,181,CIN,Marquand Manuel,DB,23,1.0
2002,6,182,IND,David Pugh,DT,23,""
2002,6,183,IND,James Lewis,DB,"",""
2002,6,184,ATL,Kahlil Hill,WR,23,""
2002,6,185,ARI,Josh Scobey,RB,22,""
2002,6,186,NOR,J.T. O'Sullivan,QB,23,""
2002,6,187,TEN,Justin Hartwig,C,23,""
2002,6,188,NYG,Wesly Mallard,LB,23,""
2002,6,189,OAK,Keyon Nash,DB,23,""
2002,6,190,HOU,Howard Green,DT,23,2.0
2002,6,191,DEN,Jeb Putzier,TE,23,""
2002,6,192,WAS,Reggie Coleman,T,"",""
2002,6,193,TAM,John Stamper,DE,24,""
2002,6,194,SEA,Craig Jarrett,P,23,""
2002,6,195,BAL,Lamont Brightful,DB,23,""
2002,6,196,NOR,John Gilmore,TE,22,""
2002,6,197,OAK,Larry Ned,RB,24,""
2002,6,198,PHI,Tyreo Harrison,LB,22,""
