1962,Rnd,Pick,Tm,Player,Pos,Age,College/Univ
1962,1,1,WAS,Ernie Davis,B,"",Syracuse
1962,1,2,RAM,Roman Gabriel,QB,22,North Carolina St.
1962,1,3,RAM,Merlin Olsen HOF,DT,21,Utah St.
1962,1,4,CLE,Gary Collins,FL,22,Maryland
1962,1,5,PIT,Bob Ferguson,FB,23,Ohio St.
1962,1,6,STL,Fate Echols,T,23,Northwestern
1962,1,7,CHI,Ronnie Bull,RB,22,Baylor
1962,1,8,SFO,Lance Alworth HOF,FL,22,Arkansas
1962,1,9,BAL,Wendell Harris,DB,21,LSU
1962,1,10,DET,John Hadl,QB,22,Kansas
1962,1,11,CLE,Leroy Jackson,HB,22,West. Illinois
1962,1,12,STL,Irv Goode,G,21,Kentucky
1962,1,13,NYG,Jerry Hillebrand,LB,22,Colorado
1962,1,14,GNB,Earl Gros,FB,22,LSU
1962,2,15,WAS,Joe Hernandez,WR,22,Arizona
1962,2,16,RAM,Joe Carollo,T,22,Notre Dame
1962,2,17,CLE,Chuck Hinton,DT,23,North Carolina Central
1962,2,18,DAL,Sonny Gibbs,QB,22,TCU
1962,2,19,STL,Bobby Jackson,FB,22,New Mexico St.
1962,2,20,CHI,Clyde Brock,T,22,Utah St.
1962,2,21,CHI,Bennie McRae,DB,22,Michigan
1962,2,22,SFO,Ed Pine,LB,22,Utah
1962,2,23,BAL,Bill Saul,LB,21,Penn St.
1962,2,24,DET,Eddie Wilson,QB,22,Arizona
1962,2,25,CLE,Sandy Stephens,B,"",Minnesota
1962,2,26,NYG,Bob Bill,T,"",Notre Dame
1962,2,27,PHI,Pete Case,G,21,Georgia
1962,2,28,GNB,Ed Blaine,G,22,Missouri
1962,3,29,WAS,Bob Mitinger,LB,22,Penn St.
1962,3,30,MIN,Bill Miller,SE,22,Miami (FL)
1962,3,31,RAM,John Meyers,DT,22,Washington
1962,3,32,CHI,Jim Bates,E,"",USC
1962,3,33,RAM,John Cornett,T,"",Rice
1962,3,34,STL,Chuck Bryant,E,21,Ohio St.
1962,3,35,CHI,Bill Hull,DE,22,Wake Forest
1962,3,36,SFO,Billy Ray Adams,FB,"",Mississippi
1962,3,37,BAL,Dan Sullivan,G,23,Boston Col.
1962,3,38,DET,Bobby Thompson,DB,23,Arizona
1962,3,39,DAL,Bobby Plummer,T,"",TCU
1962,3,40,PHI,Pat Holmes,DE,22,Texas Tech
1962,3,41,GNB,Gary Barnes,WR,22,Clemson
1962,3,42,CLE,John Furman,QB,"",Texas-El Paso
1962,4,43,WAS,Billy Neighbors,G,22,Alabama
1962,4,44,RAM,Art Perkins,FB,22,North Texas
1962,4,45,MIN,Roy Winston,LB,21,LSU
1962,4,46,SFO,Chuck Sieminski,DT,22,Penn St.
1962,4,47,STL,Roger Kochman,HB,21,Penn St.
1962,4,48,DET,John Lomakoski,T,21,West. Michigan
1962,4,49,CHI,Jim Cadile,G,22,San Jose St.
1962,4,50,SFO,Floyd Dean,LB,22,Florida
1962,4,51,BAL,Jim Dillard,B,"",Oklahoma St.
1962,4,52,DET,Larry Ferguson,HB,22,Iowa
1962,4,53,CLE,Stan Sczurek,LB,25,Purdue
1962,4,54,NYG,Glynn Griffing,QB,21,Mississippi
1962,4,55,PHI,Bill Byrne,G,21,Boston Col.
1962,4,56,GNB,Ron Gassert,DT,22,Virginia
1962,5,57,CHI,Mac Burton,E,"",San Jose St.
1962,5,58,NYG,Bookie Bolin,G,22,Mississippi
1962,5,59,NYG,Curtis Miranda,C,"",Florida A&M
1962,5,60,RAM,Jim Smith,T,"",Penn St.
1962,5,61,BAL,Jerry Croft,G,"",Bowling Green
1962,5,62,SFO,Ted Woods,HB,"",Colorado
1962,5,63,CHI,Bill Tunnicliff,FB,"",Michigan
1962,5,64,SFO,Mike Lind,FB,22,Notre Dame
1962,5,65,GNB,Chuck Morris,B,"",Mississippi
1962,5,66,DET,Dan Birdwell,DT,21,Houston
1962,5,67,CLE,Hank Rivera,DB,23,Oregon St.
1962,5,68,RAM,Ben Wilson,FB,23,USC
1962,5,69,STL,Bill Rice,E,"",Alabama
1962,5,70,GNB,Jon Schopf,G,"",Michigan
1962,6,71,SFO,Keith Luhnow,B,"",Santa Ana JC
1962,6,72,NYG,Bill Triplett,RB,22,Miami (OH)
1962,6,73,MIN,Larry Bowie,G,22,Purdue
1962,6,74,DAL,Donnie Davis,WR,21,Saginaw Valley St.
1962,6,75,STL,Jack Elwell,WR,22,Purdue
1962,6,76,SFO,Jerry Brown,G,"",Mississippi
1962,6,77,PHI,Gus Gonzales,G,"",Tulane
1962,6,78,SFO,Bill Winter,T,"",West Virginia
1962,6,79,GNB,John Sutro,T,22,San Jose St.
1962,6,80,DET,Mike Bundra,DT,23,USC
1962,6,81,CLE,Sam Tidmore,LB,23,Ohio St.
1962,6,82,DAL,George Andrie,DE,22,Marquette
1962,6,83,PHI,John McGeever,DB,23,Auburn
1962,6,84,GNB,Oscar Donahue,WR,25,San Jose St.
1962,7,85,WAS,Bert Coan,HB,22,Kansas
1962,7,86,PHI,Jim Perkins,T,23,Colorado
1962,7,87,RAM,Sherwyn Thorson,G,"",Iowa
1962,7,88,RAM,Jim Bakken,K,21,Wisconsin
1962,7,89,PIT,Jack Collins,HB,"",Texas
1962,7,90,STL,Bill Kirchiro,G,22,Maryland
1962,7,91,CHI,Ed O'Bradovich,DE,22,Illinois
1962,7,92,SFO,John Burrell,WR,21,Rice
1962,7,93,BAL,Fred Miller,DT,22,LSU
1962,7,94,DET,Tom Hall,WR,22,Minnesota
1962,7,95,CLE,John Havlicek,E,"",Ohio St.
1962,7,96,PHI,Frank Budd,WR,23,Villanova
1962,7,97,NYG,Ken Byers,G,22,Cincinnati
1962,7,98,GNB,Gary Cutsinger,DE,22,Oklahoma St.
1962,8,99,WAS,Ron Hatcher,FB,23,Michigan St.
1962,8,100,RAM,Dick Farris,G,"",North Texas
1962,8,101,MIN,Paul White,HB,"",Florida
1962,8,102,DAL,Ken Tureaud,B,"",Michigan
1962,8,103,STL,George Gross,DT,21,Auburn
1962,8,104,PIT,Gary Ballman,FL,22,Michigan St.
1962,8,105,CHI,Ed Reynolds,T,"",Tulane
1962,8,106,SFO,Jim Vollenweider,HB,23,Miami (FL)
1962,8,107,BAL,Pete Brokaw,B,"",Syracuse
1962,8,108,DET,Murdock Hooper,T,"",Houston
1962,8,109,DET,Frank Imperiale,G,"",Southern Illinois
1962,8,110,CHI,Larry Onesti,LB,23,Northwestern
1962,8,111,PHI,Ralph Smith,TE,23,Mississippi
1962,8,112,GNB,Jim Tullis,B,"",Florida A&M
1962,9,113,WAS,Dave Viti,E,"",Boston Univ.
