1979,Rnd,Pick,Tm,Player,Pos,Age,College/Univ
1979,1,1,BUF,Tom Cousineau,LB,22,Ohio St.
1979,1,2,KAN,Mike Bell,DE,22,Colorado St.
1979,1,3,CIN,Jack Thompson,QB,23,Washington St.
1979,1,4,CHI,Dan Hampton HOF,DE,21,Arkansas
1979,1,5,BUF,Jerry Butler,WR,21,Clemson
1979,1,6,BAL,Barry Krauss,LB,22,Alabama
1979,1,7,NYG,Phil Simms,QB,23,Morehead St.
1979,1,8,STL,Ottis Anderson,RB,22,Miami (FL)
1979,1,9,CHI,Al Harris,DE,22,Arizona St.
1979,1,10,DET,Keith Dorney,T,21,Penn St.
1979,1,11,NOR,Russell Erxleben,P,22,Texas
1979,1,12,CIN,Charles Alexander,RB,22,LSU
1979,1,13,SDG,Kellen Winslow HOF,TE,21,Missouri
1979,1,14,NYJ,Marty Lyons,DE,22,Alabama
1979,1,15,GNB,Eddie Lee Ivery,RB,22,Georgia Tech
1979,1,16,MIN,Ted Brown,RB,22,North Carolina St.
1979,1,17,ATL,Don Smith,NT,22,Miami (FL)
1979,1,18,SEA,Manu Tuiasosopo,DT,22,UCLA
1979,1,19,RAM,George Andrews,LB,23,Nebraska
1979,1,20,CLE,Willis Adams,WR,23,Houston
1979,1,21,PHI,Jerry Robinson,LB,22,UCLA
1979,1,22,DEN,Kelvin Clark,T,23,Nebraska
1979,1,23,KAN,Steve Fuller,QB,22,Clemson
1979,1,24,MIA,Jon Giesler,T,22,Michigan
1979,1,25,NWE,Rick Sanford,DB,22,South Carolina
1979,1,26,RAM,Kent Hill,G,22,Georgia Tech
1979,1,27,DAL,Robert Shaw,C,22,Tennessee
1979,1,28,PIT,Greg Hawthorne,RB,23,Baylor
1979,2,29,SFO,James Owens,RB,24,UCLA
1979,2,30,CIN,Dan Ross,TE,22,Northeastern
1979,2,31,HOU,Mike Stensrud,NT,23,Iowa St.
1979,2,32,BUF,Fred Smerlas,NT,22,Boston Col.
1979,2,33,TAM,Greg Roberts,G,22,Oklahoma
1979,2,34,TAM,Gordon Jones,WR,22,Pittsburgh
1979,2,35,STL,Theotis Brown,RB,22,UCLA
1979,2,36,NYG,Earnest Gray,WR,22,Memphis
1979,2,37,DET,Ken Fantetti,LB,22,Wyoming
1979,2,38,NOR,Reggie Mathis,LB,23,Oklahoma
1979,2,39,CHI,Rickey Watts,WR,22,Tulsa
1979,2,40,CLE,Lawrence Johnson,DB,21,Wisconsin
1979,2,41,NYJ,Mark Gastineau,DE,22,Arizona St.
1979,2,42,OAK,Willie Jones,DE,21,Florida St.
1979,2,43,MIN,Dave Huffman,G,22,Notre Dame
1979,2,44,GNB,Steve Atkins,RB,23,Maryland
1979,2,45,SEA,Joe Norman,LB,22,Indiana
1979,2,46,STL,Calvin Favron,LB,22,SE Louisiana
1979,2,47,CLE,Sam Claphan,T,22,Oklahoma
1979,2,48,PHI,Petey Perot,G,22,NW State (LA)
1979,2,49,ATL,Pat Howell,G,22,USC
1979,2,50,HOU,Jesse Baker,DE,22,Jacksonville St.
1979,2,51,BUF,Jim Haslett,LB,23,Indiana (PA)
1979,2,52,NWE,Bob Golic,NT,21,Notre Dame
1979,2,53,MIA,Jeff Toews,G,21,Washington
1979,2,54,RAM,Eddie Hill,RB,22,Memphis
1979,2,55,DAL,Aaron Mitchell,DB,22,UNLV
1979,2,56,PIT,Zack Valentine,LB,22,East Carolina
1979,3,57,SEA,Michael Jackson,LB,22,Washington
1979,3,58,RAM,Jeff Moore,WR,22,Tennessee
1979,3,59,CIN,Barney Cotton,G,22,Nebraska
1979,3,60,TAM,Jerry Eckwood,RB,24,Arkansas
1979,3,61,MIA,Tony Nathan,RB,22,Alabama
1979,3,62,BUF,Jon Borchardt,G,22,Montana St.
1979,3,63,MIA,Mel Land,LB,23,Michigan St.
1979,3,64,STL,Joe Bostic,G,22,Clemson
1979,3,65,MIA,Ronnie Lee,T,22,Baylor
1979,3,66,CHI,Willie McClendon,RB,21,Georgia
1979,3,67,DET,Bo Robinson,RB,23,West Texas A&M
1979,3,68,NYJ,Donald Dykes,DB,24,SE Louisiana
1979,3,69,BAL,Kim Anderson,DB,22,Arizona St.
1979,3,70,CLE,Jim Ramey,DE,22,Kentucky
1979,3,71,GNB,Charles Johnson,NT,22,Maryland
1979,3,72,HOU,Kenny King,RB,22,Oklahoma
1979,3,73,SDG,Cliff Thrift,LB,23,East Central (OK)
1979,3,74,PHI,Tony Franklin,K,22,Texas A&M
1979,3,75,ATL,James Mayberry,RB,21,Colorado
1979,3,76,DAL,Doug Cosbie,TE,23,Santa Clara
1979,3,77,DEN,Bruce Radford,NT,23,Grambling St.
1979,3,78,TAM,Reggie Lewis,DE,23,North Texas
1979,3,79,ATL,William Andrews,RB,23,Auburn
1979,3,80,TAM,Rick Berns,RB,23,Nebraska
1979,3,81,RAM,Mike Wellman,C,23,Kansas
1979,3,82,SFO,Joe Montana HOF,QB,23,Notre Dame
1979,4,83,BUF,Ken Johnson,DE,24,Knoxville
1979,4,84,CIN,Mike White,DT,22,Albany State (GA)
1979,4,85,KAN,Frank Manumaleuga,LB,23,San Jose St.
1979,4,86,PIT,Russell Davis,RB,22,Michigan
1979,4,87,BUF,Jeff Nixon,DB,22,Richmond
1979,4,88,DET,Ulysses Norris,TE,22,Georgia
1979,4,89,STL,Roy Green,WR,22,Henderson St.
1979,4,90,NYG,Phil Tabor,DE,22,Oklahoma
1979,4,91,CIN,Vaughn Lusby,DB,23,Arkansas
1979,4,92,DET,Jon Brooks,LB,22,Clemson
1979,4,93,NOR,Jim Kovach,LB,23,Kentucky
1979,4,94,PHI,Ben Cowins,RB,"",Arkansas
1979,4,95,CLE,Matt Miller,T,23,Colorado
1979,4,96,NYJ,Eric Cunningham,G,22,Penn St.
1979,4,97,MIN,Steve Dils,QB,23,Stanford
1979,4,98,NYJ,Johnny Lynn,DB,22,UCLA
1979,4,99,RAM,Derwin Tucker,DB,"",Illinois
1979,4,100,ATL,Lynn Cain,RB,23,USC
1979,4,101,ATL,Charles Johnson,DB,23,Grambling St.
1979,4,102,SEA,Mark Bell,DE,22,Colorado St.
1979,4,103,WAS,Don Warren,TE,23,San Diego St.
1979,4,104,SDG,John Floyd,WR,22,La-Monroe
1979,4,105,DEN,Charles Jefferson,DB,22,McNeese St.
1979,4,106,NWE,Eddie Hare,P,22,Tulsa
1979,4,107,MIA,Steve Howell,FB,22,Baylor
1979,4,108,RAM,Jerry Wilkinson,DE,23,Oregon St.
1979,4,109,DAL,Ralph DeLoach,DE,22,California
1979,4,110,PIT,Calvin Sweeney,WR,24,USC
1979,5,111,SFO,Tom Seabron,LB,22,Michigan
1979,5,112,KAN,Earl Gant,RB,22,Missouri
1979,5,113,CIN,Casey Merrill,DE,22,California-Davis
1979,5,114,BUF,Rod Kush,DB,22,Nebraska-Omaha
1979,5,115,BAL,Larry Braziel,DB,24,USC
1979,5,116,BUF,Dan Manucci,QB,22,Kansas St.
1979,5,117,NYG,Cleveland Jackson,TE,22,UNLV
1979,5,118,STL,Steve Henry,DB,22,Emporia St.
1979,5,119,SFO,Jerry Aldridge,RB,23,Angelo State (TX)
1979,5,120,NOR,Harlan Huckleby,RB,21,Michigan
1979,5,121,DAL,Bob Hukill,G,"",North Carolina
1979,5,122,RAM,Victor Hicks,TE,22,Oklahoma
1979,5,123,NYJ,Kelly Kirchbaum,LB,22,Kentucky
1979,5,124,CLE,Rich Dimler,DT,23,USC
1979,5,125,NYJ,Stan Blinka,LB,22,Sam Houston St.
1979,5,126,PHI,Scott Fitzkee,WR,22,Penn St.
1979,5,127,ATL,Mike Zele,NT,23,Kent St.
1979,5,128,DAL,Curtis Anderson,DE,22,Central State (OH)
1979,5,129,MIN,Jerry Meter,LB,"",Michigan
