1954,Rnd,Pick,Tm,Player,Pos,Age,College/Univ
1954,1,1,CLE,Bobby Garrett,QB,22,Stanford
1954,1,2,CRD,Lamar McHan,QB,21,Arkansas
1954,1,3,GNB,Art Hunter,C,21,Notre Dame
1954,1,4,GNB,Veryl Switzer,HB,22,Kansas St.
1954,1,5,BAL,Cotton Davidson,QB,22,Baylor
1954,1,6,CHI,Stan Wallace,DB,22,Illinois
1954,1,7,PIT,Johnny Lattner,HB,21,Notre Dame
1954,1,8,WAS,Steve Meilinger,E,23,Kentucky
1954,1,9,PHI,Neil Worden,FB,23,Notre Dame
1954,1,10,RAM,Ed Beatty,C,22,Mississippi
1954,1,11,SFO,Bernie Faloney,B,"",Maryland
1954,1,12,CLE,John Bauer,T,22,Illinois
1954,1,13,DET,Dick Chapman,T,"",Rice
1954,2,14,CRD,Gary Knafelc,E,22,Colorado
1954,2,15,GNB,Bob Fleck,T,"",Syracuse
1954,2,16,BAL,Larry Grigg,B,"",Oklahoma
1954,2,17,NYG,Ken Buck,E,"",Pacific
1954,2,18,CHI,Rick Casares,FB,23,Florida
1954,2,19,PIT,Pat Stark,B,"",Syracuse
1954,2,20,WAS,Jim Schrader,C,22,Notre Dame
1954,2,21,PHI,Rocky Ryan,DB,22,Illinois
1954,2,22,RAM,Buddy Gillioz,T,"",Houston
1954,2,23,SFO,Leo Rucka,LB,23,Rice
1954,2,24,CLE,Chet Hanulak,HB,21,Maryland
1954,2,25,DET,Jim Neal,C,"",Michigan St.
1954,3,26,CRD,Bobby Cavazos,B,"",Texas Tech
1954,3,27,GNB,George Timberlake,LB,21,USC
1954,3,28,NYG,Clyde Bennett,E,"",South Carolina
1954,3,29,RAM,Jim Kincaid,DB,24,South Carolina
1954,3,30,CHI,Ed Meadows,DE,22,Duke
1954,3,31,PIT,Tom Miner,K,22,Tulsa
1954,3,32,RAM,Tom Nickoloff,E,"",USC
1954,3,33,PHI,Ted Connor,T,"",Nebraska
1954,3,34,RAM,Henry Hair,E,"",Georgia Tech
1954,3,35,SFO,Steve Korcheck,C,"",George Washington
1954,3,36,CLE,Maurice Bassett,FB,23,Langston
1954,3,37,DET,Bill Bowman,FB,22,William & Mary
1954,4,38,CRD,Bill Bredde,DB,21,Oklahoma St.
1954,4,39,WAS,Ralph Felton,LB,22,Maryland
1954,4,40,GNB,Tommy Allman,B,"",West Virginia
1954,4,41,NYG,Dick Nolan,DB,22,Maryland
1954,4,42,CHI,Fran Paterra,B,"",Notre Dame
1954,4,43,RAM,Lester McClelland,T,"",Syracuse
1954,4,44,DET,Bill Stits,DB,23,UCLA
1954,4,45,PHI,Menil Mavraides,G,22,Notre Dame
1954,4,46,RAM,Norm Nygaard,B,"",San Diego St.
1954,4,47,SFO,Charlie Boxold,B,"",Maryland
1954,4,48,CLE,Jerry Hilgenberg,C,"",Iowa
1954,4,49,DET,Howard McCants,E,"",Washington St.
1954,5,50,CRD,Don Dohoney,E,"",Michigan St.
1954,5,51,GNB,Max McGee,E,22,Tulane
1954,5,52,NYG,Earl Putman,C,22,Arizona St.
1954,5,53,BAL,Don Ellis,B,"",Texas A&M
1954,5,54,CHI,Bob Griffis,G,"",Furman
1954,5,55,SFO,Bob Hantla,G,22,Kansas
1954,5,56,WAS,Billy Wells,HB,22,Michigan St.
1954,5,57,RAM,Charlie Allen,T,"",San Jose St.
1954,5,58,RAM,Art Hauser,DT,25,Xavier (OH)
1954,5,59,SFO,Frank Mincevich,G,"",South Carolina
1954,5,60,CLE,Bill Lucky,DT,23,Baylor
1954,5,61,DET,George Parozzo,T,"",William & Mary
1954,6,62,CRD,Tom McHugh,B,"",Notre Dame
1954,6,63,DET,Pence Dacus,B,"",Texas St.
1954,6,64,CLE,Jim Ray Smith,G,22,Baylor
1954,6,65,NYG,George Jacoby,T,"",Ohio St.
1954,6,66,CHI,John Hudson,G,"",Rice
1954,6,67,PIT,Laurin Pepper,B,"",Southern Miss
1954,6,68,WAS,Bill McHenry,C,"",Washington & Lee
1954,6,69,PHI,Hal Lambert,T,"",TCU
1954,6,70,RAM,Ken Panfil,T,23,Purdue
1954,6,71,SFO,Floyd Sagely,DB,22,Arkansas
1954,6,72,CLE,Asa Jenkins,B,"",Toledo
1954,6,73,DET,Dick Kercher,HB,22,Tulsa
1954,7,74,CRD,Dave Mann,HB,22,Oregon St.
1954,7,75,GNB,Sam Marshall,T,"",Florida A&M
1954,7,76,NYG,Wayne Berry,HB,23,Washington St.
1954,7,77,BAL,Glenn Turner,B,"",Georgia Tech
1954,7,78,CHI,Ralph Cecere,B,"",Villanova
1954,7,79,PIT,Jack O'Brien,E,21,Florida
1954,7,80,WAS,Harry Jagielski,DT,22,Indiana
1954,7,81,PHI,Jerry Norton,DB,23,SMU
1954,7,82,RAM,Charley Weeks,T,"",USC
1954,7,83,SFO,Sid Youngelman,DT,22,Alabama
1954,7,84,CLE,Don Miller,HB,22,SMU
1954,7,85,DET,Jack Cross,B,"",Utah
1954,8,86,CRD,Paul Larson,QB,22,California
1954,8,87,GNB,Jimmie Williams,T,"",Texas Tech
1954,8,88,BAL,Dennis McCotter,G,"",Detroit Mercy
1954,8,89,NYG,Ralph Starkey,T,"",West Virginia
1954,8,90,CHI,Tom Garlington,T,"",Arkansas
1954,8,91,PIT,Paul Cameron,DB,22,UCLA
1954,8,92,WAS,Bill Marker,E,"",West Virginia
1954,8,93,PHI,Dan Hunter,T,"",Florida
1954,8,94,RAM,George Black,E,"",Washington
