1983,Rnd,Pick,Tm,Player,Pos,Age,College/Univ
1983,1,1,BAL,John Elway HOF,QB,23,Stanford
1983,1,2,RAM,Eric Dickerson HOF,RB,23,SMU
1983,1,3,SEA,Curt Warner,RB,22,Penn St.
1983,1,4,DEN,Chris Hinton,T,22,Northwestern
1983,1,5,SDG,Billy Ray Smith,LB,22,Arkansas
1983,1,6,CHI,Jimbo Covert,T,23,Pittsburgh
1983,1,7,KAN,Todd Blackledge,QB,22,Penn St.
1983,1,8,PHI,Michael Haddix,RB,21,Mississippi St.
1983,1,9,HOU,Bruce Matthews HOF,G,22,USC
1983,1,10,NYG,Terry Kinard,DB,23,Clemson
1983,1,11,GNB,Tim Lewis,DB,21,Pittsburgh
1983,1,12,BUF,Tony Hunter,TE,23,Notre Dame
1983,1,13,DET,James Jones,FB,22,Florida
1983,1,14,BUF,Jim Kelly HOF,QB,23,Miami (FL)
1983,1,15,NWE,Tony Eason,QB,23,Illinois
1983,1,16,ATL,Mike Pitts,DT,22,Alabama
1983,1,17,STL,Leonard Smith,DB,23,McNeese St.
1983,1,18,CHI,Willie Gault,WR,23,Tennessee
1983,1,19,MIN,Joey Browner,DB,23,USC
1983,1,20,SDG,Gary Anderson,RB,22,Arkansas
1983,1,21,PIT,Gabe Rivera,NT,22,Texas Tech
1983,1,22,SDG,Gill Byrd,DB,22,San Jose St.
1983,1,23,DAL,Jim Jeffcoat,DE,22,Arizona St.
1983,1,24,NYJ,Ken O'Brien,QB,22,California-Davis
1983,1,25,CIN,Dave Rimington,C,23,Nebraska
1983,1,26,RAI,Don Mosebar,C,21,USC
1983,1,27,MIA,Dan Marino HOF,QB,21,Pittsburgh
1983,1,28,WAS,Darrell Green HOF,DB,23,Texas A&M-Kingsville
1983,2,29,BAL,Vernon Maxwell,LB,21,Arizona St.
1983,2,30,HOU,Harvey Salem,T,22,California
1983,2,31,DEN,Mark Cooper,G,23,Miami (FL)
1983,2,32,RAM,Henry Ellard,WR,22,Fresno St.
1983,2,33,CHI,Mike Richardson,DB,22,Arizona St.
1983,2,34,KAN,Dave Lutz,T,23,Georgia Tech
1983,2,35,PHI,Wes Hopkins,DB,21,SMU
1983,2,36,RAM,Mike Wilcher,LB,23,North Carolina
1983,2,37,NYG,Leonard Marshall,DE,21,LSU
1983,2,38,NOR,Steve Korte,C,23,Arkansas
1983,2,39,BUF,Darryl Talley,LB,23,West Virginia
1983,2,40,DET,Rich Strenger,T,23,Michigan
