1984,Rnd,Pick,Tm,Player,Pos,Age,College/Univ
1984,1,1,NWE,Irving Fryar,WR,21,Nebraska
1984,1,2,HOU,Dean Steinkuhler,T,23,Nebraska
1984,1,3,NYG,Carl Banks,LB,22,Michigan St.
1984,1,4,PHI,Kenny Jackson,WR,22,Penn St.
1984,1,5,KAN,Bill Maas,NT,22,Pittsburgh
1984,1,6,SDG,Mossy Cade,DB,22,Texas
1984,1,7,CIN,Ricky Hunley,LB,22,Arizona
1984,1,8,IND,Leonard Coleman,DB,22,Vanderbilt
1984,1,9,ATL,Rick Bryan,DE,22,Oklahoma
1984,1,10,NYJ,Russell Carter,DB,22,SMU
1984,1,11,CHI,Wilber Marshall,LB,22,Florida
1984,1,12,GNB,Alphonso Carreker,DE,22,Florida St.
1984,1,13,MIN,Keith Millard,DT,22,Washington St.
1984,1,14,MIA,Jackie Shipp,LB,22,Oklahoma
1984,1,15,NYJ,Ron Faurot,DE,22,Arkansas
1984,1,16,CIN,Pete Koch,NT,22,Maryland
1984,1,17,STL,Clyde Duncan,WR,23,Tennessee
1984,1,18,CLE,Don Rogers,DB,21,UCLA
1984,1,19,IND,Ron Solt,G,22,Maryland
1984,1,20,DET,David Lewis,TE,23,California
1984,1,21,KAN,John Alt,T,22,Iowa
1984,1,22,SEA,Terry Taylor,DB,23,Southern Illinois
1984,1,23,PIT,Louis Lipps,WR,22,Southern Miss
1984,1,24,SFO,Todd Shell,LB,22,BYU
1984,1,25,DAL,Billy Cannon,LB,22,Texas A&M
1984,1,26,BUF,Greg Bell,RB,22,Notre Dame
1984,1,27,NYG,William Roberts,G,22,Ohio St.
1984,1,28,CIN,Brian Blados,T,22,North Carolina
1984,2,29,HOU,Doug Smith,NT,24,Auburn
1984,2,30,TAM,Keith Browner,LB,22,USC
1984,2,31,WAS,Bob Slater,DT,"",Oklahoma
1984,2,32,ATL,Scott Case,DB,22,Oklahoma
1984,2,33,SDG,Mike Guendling,LB,22,Northwestern
1984,2,34,KAN,Scott Radecic,LB,22,Penn St.
1984,2,35,IND,Blaise Winter,DE,22,Syracuse
1984,2,36,ATL,Thomas Benson,LB,23,Oklahoma
1984,2,37,NYJ,Jim Sweeney,C,22,Pittsburgh
1984,2,38,CIN,Boomer Esiason,QB,23,Maryland
1984,2,39,NYJ,Glenn Dennison,TE,22,Miami (FL)
1984,2,40,DAL,Victor Scott,DB,22,Colorado
1984,2,41,BUF,Eric Richardson,WR,22,San Jose St.
1984,2,42,NOR,Jumpy Geathers,DE,24,Wichita St.
1984,2,43,NWE,Ed Williams,LB,22,Texas
1984,2,44,CHI,Ron Rivera,LB,22,California
1984,2,45,STL,Doug Dawson,G,22,Texas
1984,2,46,DEN,Andre Townsend,DE,21,Mississippi
1984,2,47,DET,Pete Mandley,WR,23,Northern Arizona
1984,2,48,CLE,Chris Rockins,DB,22,Oklahoma St.
1984,2,49,SEA,Daryl Turner,WR,22,Michigan St.
1984,2,50,CLE,Bruce Davis,WR,21,Baylor
1984,2,51,RAI,Sean Jones,DE,21,Northeastern
1984,2,52,PIT,Chris Kolodziejski,TE,23,Wyoming
1984,2,53,MIA,Jay Brophy,LB,24,Miami (FL)
1984,2,54,HOU,Bo Eason,DB,23,California-Davis
1984,2,55,WAS,Steve Hamilton,DE,22,East Carolina
1984,2,56,SFO,John Frank,TE,22,Ohio St.
1984,3,57,TAM,Fred Acorn,DB,23,Texas
1984,3,58,HOU,Johnny Meads,LB,23,Nicholls St.
1984,3,59,NYG,Jeff Hostetler,QB,23,West Virginia
1984,3,60,PHI,Rusty Russell,T,21,South Carolina
1984,3,61,KAN,Herman Heard,RB,22,Colorado State-Pueblo
1984,3,62,DET,Eric Williams,DE,22,Washington St.
1984,3,63,ATL,Rod McSwain,DB,22,Clemson
1984,3,64,NYJ,Kyle Clifton,LB,22,TCU
1984,3,65,CIN,Stanford Jennings,RB,22,Furman
1984,3,66,IND,Chris Scott,DE,22,Purdue
1984,3,67,MIN,Alfred Anderson,RB,23,Baylor
1984,3,68,NOR,Terry Hoage,DB,22,Georgia
1984,3,69,NOR,Tyrone Anthony,RB,22,North Carolina
1984,3,70,NWE,Jon Williams,RB,23,Penn St.
