1956,Rnd,Pick,Tm,Player,Pos,Age,College/Univ
1956,1,1,PIT,Gary Glick,DB,26,Colorado St.
1956,1,2,SFO,Earl Morrall,QB,22,Michigan St.
1956,1,3,DET,Howard Cassady,HB,22,Ohio St.
1956,1,4,PHI,Bob Pellegrini,LB,21,Maryland
1956,1,5,PIT,Art Davis,DB,21,Mississippi St.
1956,1,6,RAM,Joe Marconi,FB,22,West Virginia
1956,1,7,CRD,Joe Childress,HB,22,Auburn
1956,1,8,GNB,Jack Losch,HB,22,Miami (FL)
1956,1,9,BAL,Lenny Moore HOF,HB,22,Penn St.
1956,1,10,CHI,Menan (Tex) Schriewer,E,"",Texas
1956,1,11,RAM,Charlie Horton,B,"",Vanderbilt
1956,1,12,WAS,Ed Vereb,HB,22,Maryland
1956,1,13,CLE,Preston Carpenter,E,22,Arkansas
1956,2,14,RAM,Leon Clarke,E,23,USC
1956,2,15,SFO,Bruce Bosley,C,22,West Virginia
1956,2,16,PHI,Frank D'Agostino,G,22,Auburn
1956,2,17,PIT,Joe Krupa,DT,23,Purdue
1956,2,18,CRD,Norm Masters,T,22,Michigan St.
1956,2,19,NYG,Henry Moore,DB,22,Arkansas
1956,2,20,GNB,Forrest Gregg HOF,T,22,SMU
1956,2,21,BAL,Dick Donlin,E,"",Hamline
1956,2,22,CHI,M.L. Brackett,DE,23,Auburn
1956,2,23,RAM,Hugh Pitts,LB,22,TCU
1956,2,24,WAS,John Paluck,DE,21,Pittsburgh
1956,2,25,CLE,Billy Kinard,DB,22,Mississippi
1956,3,26,SFO,Bill Herchman,DT,23,Texas Tech
1956,3,27,DET,Don McIlhenny,HB,21,SMU
1956,3,28,PHI,Don Schaefer,FB,22,Notre Dame
1956,3,29,PIT,Jim Taylor,C,22,Baylor
1956,3,30,NYG,Sam Huff HOF,LB,21,West Virginia
1956,3,31,CRD,John Roach,QB,23,SMU
1956,3,32,RAM,A.D. Williams,E,22,Pacific
1956,3,33,BAL,Bob Pascal,B,"",Duke
1956,3,34,CLE,Larry Ross,E,"",Denver
1956,3,35,RAM,John Marshall,B,"",SMU
1956,3,36,WAS,Fred Wyant,QB,22,West Virginia
1956,3,37,CLE,Bill Quinlan,DE,24,Michigan St.
1956,4,38,DET,Jerry Reichow,E,22,Iowa
1956,4,39,PIT,Dick Murley,T,23,Purdue
1956,4,40,SFO,Frank Pajaczkowski,B,"",Richmond
1956,4,41,WAS,Fran Machinsky,T,"",Ohio St.
1956,4,42,CRD,Sam Salerno,T,"",Colorado
1956,4,43,BAL,Ben Inabinet,T,"",Clemson
1956,4,44,GNB,Cecil Morris,G,"",Oklahoma
