1993,Rnd,Pick,Tm,Player,Pos,Age,College/Univ
1993,1,1,NWE,Drew Bledsoe,QB,21,Washington St.
1993,1,2,SEA,Rick Mirer,QB,23,Notre Dame
1993,1,3,PHO,Garrison Hearst,RB,22,Georgia
1993,1,4,NYJ,Marvin Jones,LB,21,Florida St.
1993,1,5,CIN,John Copeland,DE,22,Alabama
1993,1,6,TAM,Eric Curry,DE,23,Alabama
1993,1,7,CHI,Curtis Conway,WR,22,USC
1993,1,8,NOR,Willie Roaf HOF,T,23,Louisiana Tech
1993,1,9,ATL,Lincoln Kennedy,T,22,Washington
1993,1,10,RAM,Jerome Bettis HOF,RB,21,Notre Dame
1993,1,11,DEN,Dan Williams,DE,23,Toledo
1993,1,12,RAI,Patrick Bates,DB,22,Texas A&M
1993,1,13,HOU,Brad Hopkins,T,23,Illinois
1993,1,14,CLE,Steve Everitt,C,23,Michigan
1993,1,15,GNB,Wayne Simmons,LB,23,Clemson
1993,1,16,IND,Sean Dawkins,WR,22,California
1993,1,17,WAS,Tom Carter,DB,21,Notre Dame
1993,1,18,PHO,Ernest Dye,T,22,South Carolina
1993,1,19,PHI,Lester Holmes,G,23,Jackson St.
1993,1,20,NOR,Irv Smith,TE,21,Notre Dame
1993,1,21,MIN,Robert Smith,RB,21,Ohio St.
1993,1,22,SDG,Darrien Gordon,DB,22,Stanford
1993,1,23,PIT,Deon Figures,DB,23,Colorado
1993,1,24,PHI,Leonard Renfro,DT,23,Colorado
1993,1,25,MIA,O.J. McDuffie,WR,23,Penn St.
1993,1,26,SFO,Dana Stubblefield,DT,22,Kansas
1993,1,27,SFO,Todd Kelly,LB,22,Tennessee
1993,1,28,BUF,Thomas Smith,DB,22,North Carolina
1993,1,29,GNB,George Teague,DB,22,Alabama
1993,2,30,SEA,Carlton Gray,DB,22,UCLA
1993,2,31,NWE,Chris Slade,LB,22,Virginia
1993,2,32,PHO,Ben Coleman,G,22,Wake Forest
1993,2,33,DET,Ryan McNeil,DB,22,Miami (FL)
1993,2,34,TAM,Demetrious DuBose,LB,22,Notre Dame
1993,2,35,CHI,Carl Simpson,DT,23,Florida St.
1993,2,36,NYJ,Coleman Rudolph,DE,22,Georgia Tech
1993,2,37,CIN,Tony McGee,TE,22,Michigan
1993,2,38,ATL,Roger Harper,DB,22,Ohio St.
1993,2,39,RAM,Troy Drayton,TE,23,Penn St.
1993,2,40,NYG,Michael Strahan HOF,DE,21,Texas Southern
1993,2,41,SDG,Natrone Means,RB,21,North Carolina
1993,2,42,CLE,Dan Footman,DE,24,Florida St.
1993,2,43,DEN,Glyn Milburn,RB,22,Stanford
1993,2,44,PIT,Chad Brown,LB,23,Colorado
1993,2,45,WAS,Reggie Brooks,RB,22,Notre Dame
1993,2,46,DAL,Kevin Williams,WR,22,Miami (FL)
1993,2,47,HOU,Micheal Barrow,LB,23,Miami (FL)
1993,2,48,SFO,Adrian Hardy,DB,23,NW State (LA)
1993,2,49,IND,Roosevelt Potts,RB,22,La-Monroe
1993,2,50,PHI,Victor Bailey,WR,23,Missouri
1993,2,51,NWE,Todd Rucci,G,23,Penn St.
1993,2,52,MIN,Qadry Ismail,WR,22,Syracuse
1993,2,53,NOR,Reggie Freeman,LB,23,Florida St.
1993,2,54,DAL,Darrin Smith,LB,23,Miami (FL)
1993,2,55,BUF,John Parrella,DT,23,Nebraska
1993,2,56,NWE,Vincent Brisby,WR,22,La-Monroe
1993,3,57,MIN,John Gerak,G,23,Penn St.
1993,3,58,RAI,Billy Joe Hobert,QB,22,Washington
1993,3,59,CIN,Steve Tovar,LB,23,Ohio St.
1993,3,60,TAM,Lamar Thomas,WR,23,Miami (FL)
1993,3,61,CHI,Chris Gedney,TE,23,Syracuse
1993,3,62,DET,Antonio London,LB,22,Alabama
1993,3,63,CIN,Ty Parten,DE,23,Arizona
1993,3,64,SDG,Joe Cocozzo,G,23,Michigan
1993,3,65,IND,Ray Buchanan,DB,21,Louisville
1993,3,66,NYG,Marcus Buckley,LB,22,Texas A&M
1993,3,67,ATL,Harold Alexander,P,22,Appalachian St.
1993,3,68,DET,Mike Compton,G,22,West Virginia
1993,3,69,DEN,Rondell Jones,DB,22,North Carolina
1993,3,70,DEN,Jason Elam,K,23,Hawaii
1993,3,71,WAS,Rick Hamilton,LB,23,Central Florida
1993,3,72,RAI,James Trapp,DB,23,Clemson
1993,3,73,RAM,Russell White,RB,22,California
1993,3,74,KAN,Will Shields HOF,G,21,Nebraska
1993,3,75,PHI,Derrick Frazier,DB,23,Texas A&M
1993,3,76,PIT,Andre Hastings,WR,22,Georgia
1993,3,77,PHI,Mike Reid,DB,22,North Carolina St.
1993,3,78,MIA,Terry Kirby,RB,23,Virginia
1993,3,79,MIN,Gilbert Brown,DT,22,Kansas
1993,3,80,WAS,Ed Bunn,P,"",Texas-El Paso
1993,3,81,GNB,Earl Dotson,T,22,Texas A&M-Kingsville
1993,3,82,TAM,John Lynch,DB,21,Stanford
1993,3,83,CLE,Mike Caldwell,LB,22,Middle Tenn. St.
1993,3,84,DAL,Mike Middleton,DB,"",Indiana
1993,4,85,SEA,Dean Wells,LB,23,Kentucky
1993,4,86,NWE,Kevin Johnson,DT,22,Texas Southern
1993,4,87,PHO,Ronald Moore,RB,23,Pittsburg St.
1993,4,88,NYJ,David Ware,T,"",Virginia
1993,4,89,NOR,Lorenzo Neal,FB,22,Fresno St.
1993,4,90,CIN,Marcello Simmons,DB,22,SMU
1993,4,91,TAM,Rudy Harris,RB,21,Clemson
1993,4,92,IND,Derwin Gray,DB,22,BYU
1993,4,93,NYG,Greg Bishop,G,22,Pacific
1993,4,94,DAL,Derrick Lassic,RB,23,Alabama
1993,4,95,SDG,Raylee Johnson,DE,23,Arkansas
1993,4,96,DAL,Ron Stone,G,22,Boston Col.
1993,4,97,CHI,Todd Perry,G,22,Kentucky
1993,4,98,DEN,Jeff Robinson,TE,23,Idaho
1993,4,99,SDG,Lewis Bush,LB,23,Washington St.
1993,4,100,CHI,Myron Baker,LB,22,Louisiana Tech
1993,4,101,WAS,Sterling Palmer,DE,22,Florida St.
1993,4,102,HOU,Travis Hannah,WR,23,USC
1993,4,103,KAN,Jaime Fields,LB,23,Washington
1993,4,104,TAM,Horace Copeland,WR,22,Miami (FL)
1993,4,105,MIA,Ronnie Bradford,DB,22,Colorado
1993,4,106,MIN,Ashley Sheppard,LB,24,Clemson
1993,4,107,IND,Devon McDonald,LB,23,Notre Dame
1993,4,108,PIT,Kevin Henry,DE,24,Mississippi St.
1993,4,109,NOR,Derek Brown,RB,22,Nebraska
1993,4,110,NWE,Corwin Brown,DB,23,Michigan
1993,4,111,BUF,Russell Copeland,WR,21,Memphis
1993,4,112,CHI,Albert Fontenot,DE,22,Baylor
1993,5,113,NWE,Scott Sisson,K,22,Georgia Tech
1993,5,114,SEA,Terrence Warren,WR,24,Hampton
1993,5,115,NYJ,Fred Baxter,TE,22,Auburn
1993,5,116,SFO,Artie Smith,DE,23,Louisiana Tech
1993,5,117,CIN,Forey Duckett,DB,23,Nevada
1993,5,118,GNB,Mark Brunell,QB,22,Washington
1993,5,119,GNB,James Willis,LB,21,Auburn
1993,5,120,NYJ,Adrian Murrell,RB,22,West Virginia
1993,5,121,ATL,Ron George,LB,23,Stanford
1993,5,122,RAM,Sean LaChapelle,WR,23,UCLA
1993,5,123,NYG,Tommy Thigpen,LB,"",North Carolina
1993,5,124,CLE,Herman Arvie,T,22,Grambling St.
1993,5,125,RAI,Olanda Truitt,WR,22,Mississippi St.
1993,5,126,DEN,Kevin Williams,RB,23,UCLA
1993,5,127,RAM,Chuck Belin,G,22,Wisconsin
1993,5,128,WAS,Greg Huntington,C,22,Penn St.
1993,5,129,NYJ,Kenny Shedd,WR,22,Northern Iowa
1993,5,130,KAN,Lindsay Knapp,G,23,Notre Dame
1993,5,131,HOU,John Henry Mills,LB,23,Wake Forest
1993,5,132,MIA,Chris Gray,G,23,Auburn
1993,5,133,MIN,Everett Lindsay,T,22,Mississippi
1993,5,134,SDG,Walter Dunson,WR,"",Middle Tenn. St.
